file1,file2,nClonePairs,locations
BasicTestCase.java,Language_it.java,0,[]
ExpressionFunctionRadians.java,ExpressionFunctionCeiling.java,1,"[<|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/ExpressionFunctionRadians.java|(0,1620,<1,0>,<44,1>),|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/ExpressionFunctionCeiling.java|(0,1616,<1,0>,<44,1>)>]"
Language_it.java,ExpressionFunctionASin.java,0,[]
ExpressionFunctionSqrt.java,ExpressionFunctionACos.java,1,"[<|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/ExpressionFunctionSqrt.java|(0,1607,<1,0>,<44,1>),|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/ExpressionFunctionACos.java|(0,1607,<1,0>,<44,1>)>]"
TestLanguage.java,SSCallableStatement.java,0,[]
ExpressionFunctionDayOfYear.java,MutableNumeric.java,0,[]
ExpressionFunctionSin.java,TestStatement.java,0,[]
TestMoneyRounding.java,TestTransactions.java,0,[]
Language_de.java,ExpressionFunctionPower.java,0,[]
Utils.java,ExpressionFunctionACos.java,0,[]
ExpressionFunctionYear.java,ExpressionFunctionDayOfMonth.java,1,"[<|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/ExpressionFunctionYear.java|(0,1722,<1,0>,<54,3>),|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/ExpressionFunctionDayOfMonth.java|(0,1738,<1,0>,<54,3>)>]"
TestFunctions.java,Language.java,0,[]
ExpressionFunctionUCase.java,ExpressionFunctionATan2.java,0,[]
TestExceptionMethods.java,TestFunctions.java,0,[]
ExpressionFunctionYear.java,Table.java,0,[]
ExpressionArithmetic.java,TestGroupBy.java,0,[]
SSPreparedStatement.java,ExpressionFunctionASin.java,0,[]
ExpressionFunctionDegrees.java,ExpressionFunctionCeiling.java,1,"[<|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/ExpressionFunctionDegrees.java|(0,1620,<1,0>,<44,1>),|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/ExpressionFunctionCeiling.java|(0,1616,<1,0>,<44,1>)>]"
TestOperatoren.java,BasicTestCase.java,0,[]
Table.java,ExpressionFunctionATan.java,0,[]
ExpressionFunctionRadians.java,TestGroupBy.java,0,[]
ExpressionFunctionUCase.java,ExpressionFunction.java,0,[]
ExpressionFunctionSin.java,ExpressionFunctionPower.java,0,[]
TestAlterTable2.java,SSPreparedStatement.java,0,[]
TestLanguage.java,IndexDescription.java,0,[]
ExpressionFunctionRound.java,ExpressionFunctionExp.java,0,[]
TestOperatoren.java,ExpressionFunctionSin.java,0,[]
ExpressionFunctionSqrt.java,Language_it.java,0,[]
Language_de.java,TestStatement.java,0,[]
Language.java,ExpressionArithmetic.java,0,[]
TestLanguage.java,ExpressionFunctionDayOfMonth.java,0,[]
TestGroupBy.java,ExpressionFunctionYear.java,0,[]
ExpressionFunctionDayOfYear.java,TestMoneyRounding.java,0,[]
Language.java,ExpressionFunctionLCase.java,0,[]
TestOrderBy.java,ExpressionFunctionRadians.java,0,[]
TestFunctions.java,SSResultSet.java,0,[]
ExpressionFunctionRound.java,TestOperatoren.java,0,[]
TestLanguage.java,TestAlterTable.java,0,[]
TestScrollable.java,TestOrderBy.java,0,[]
ExpressionFunctionCase.java,ExpressionFunctionLog.java,0,[]
TestLanguage.java,ExpressionFunctionHour.java,0,[]
Index.java,Index.java,2,"[<|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/Index.java|(14315,322,<418,3>,<431,4>),|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/Index.java|(12875,332,<359,3>,<372,4>)>,<|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/Index.java|(14155,123,<410,20>,<416,4>),|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/Index.java|(12710,128,<351,13>,<357,4>)>]"
TestExceptionMethods.java,ExpressionFunction.java,0,[]
TestStatement.java,TestAlterTable2.java,0,[]
TableView.java,ExpressionFunctionRadians.java,0,[]
MutableNumeric.java,ExpressionFunctionMinute.java,0,[]
View.java,ExpressionFunctionTruncate.java,0,[]
ExpressionFunctionRadians.java,TestTransactions.java,0,[]
Language_de.java,SSPreparedStatement.java,0,[]
ExpressionFunctionCos.java,ExpressionFunctionACos.java,1,"[<|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/ExpressionFunctionCos.java|(0,1603,<1,0>,<44,1>),|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/ExpressionFunctionACos.java|(0,1607,<1,0>,<44,1>)>]"
TestAlterTable.java,SSCallableStatement.java,0,[]
ExpressionFunctionRepeat.java,View.java,0,[]
BenchTest.java,TestGroupBy.java,0,[]
ExpressionFunctionDayOfYear.java,ExpressionFunctionLog.java,0,[]
IndexDescription.java,SSCallableStatement.java,0,[]
TestDataTypes.java,TestAlterTable2.java,0,[]
ExpressionFunctionYear.java,TableView.java,0,[]
Index.java,ExpressionFunctionASin.java,0,[]
TestAlterTable2.java,TestStatement.java,0,[]
TestFunctions.java,ExpressionFunctionDayOfYear.java,0,[]
TestExceptions.java,TestStatement.java,1,"[<|file:///C:/Users/vince/workspace/small_project/src/smallsql/junit/TestExceptions.java|(3521,233,<76,40>,<83,5>),|file:///C:/Users/vince/workspace/small_project/src/smallsql/junit/TestStatement.java|(1551,235,<48,43>,<55,5>)>]"
ExpressionFunctionRepeat.java,SSCallableStatement.java,0,[]
ExpressionFunctionATan.java,ExpressionFunctionRadians.java,1,"[<|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/ExpressionFunctionATan.java|(0,1607,<1,0>,<44,1>),|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/ExpressionFunctionRadians.java|(0,1620,<1,0>,<44,1>)>]"
ExpressionFunctionATan.java,ExpressionFunctionSqrt.java,1,"[<|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/ExpressionFunctionSqrt.java|(0,1607,<1,0>,<44,1>),|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/ExpressionFunctionATan.java|(0,1607,<1,0>,<44,1>)>]"
ExpressionFunctionRepeat.java,TestAlterTable.java,0,[]
TestLanguage.java,ExpressionFunctionRepeat.java,0,[]
ExpressionFunctionMonth.java,Table.java,0,[]
Table.java,SQLTokenizer.java,0,[]
IndexDescription.java,TestExceptionMethods.java,0,[]
ExpressionFunctionATan2.java,SSStatement.java,0,[]
ExpressionFunctionASin.java,TestScrollable.java,0,[]
TestStatement.java,TestMoneyRounding.java,0,[]
SSResultSet.java,ExpressionFunctionSqrt.java,0,[]
View.java,TestStatement.java,0,[]
TestAlterTable.java,TestExceptionMethods.java,0,[]
ExpressionFunctionSqrt.java,TableView.java,0,[]
ExpressionFunctionRepeat.java,ExpressionFunctionHour.java,0,[]
ExpressionFunctionPower.java,ExpressionFunctionLCase.java,0,[]
Index.java,ExpressionFunctionRadians.java,0,[]
ExpressionFunctionRepeat.java,IndexDescription.java,0,[]
TestOperatoren.java,BenchTest.java,0,[]
TestOperatoren.java,Index.java,0,[]
TestFunctions.java,Language_de.java,0,[]
ExpressionFunctionPower.java,ExpressionArithmetic.java,0,[]
ExpressionFunctionATan.java,Table.java,0,[]
ExpressionFunctionCeiling.java,Language_it.java,0,[]
IndexDescription.java,View.java,1,"[<|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/IndexDescription.java|(6874,179,<213,67>,<219,2>),|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/View.java|(4377,198,<138,56>,<144,2>)>]"
ExpressionFunctionACos.java,TestDataTypes.java,0,[]
ExpressionFunctionRepeat.java,ExpressionFunctionDayOfMonth.java,0,[]
TestOperatoren.java,IndexScrollStatus.java,0,[]
ExpressionFunctionDayOfYear.java,TestAlterTable2.java,0,[]
ExpressionFunctionTruncate.java,TestDataTypes.java,0,[]
TestTransactions.java,TestScrollable.java,0,[]
ExpressionFunctionMonth.java,ExpressionFunctionDegrees.java,0,[]
Language_de.java,ExpressionFunctionTruncate.java,0,[]
TestDataTypes.java,ExpressionFunctionLog.java,0,[]
ExpressionFunctionATan2.java,ExpressionFunctionCeiling.java,0,[]
TestOperatoren.java,ExpressionFunctionExp.java,0,[]
TableView.java,ExpressionFunctionASin.java,0,[]
BasicTestCase.java,ExpressionFunctionDegrees.java,0,[]
View.java,SSPreparedStatement.java,0,[]
ExpressionFunctionSin.java,ExpressionFunctionSqrt.java,1,"[<|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/ExpressionFunctionSqrt.java|(0,1607,<1,0>,<44,1>),|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/ExpressionFunctionSin.java|(0,1603,<1,0>,<44,1>)>]"
ExpressionFunctionRound.java,ExpressionFunctionSin.java,0,[]
Language.java,ExpressionFunction.java,0,[]
ExpressionFunctionCase.java,TestAlterTable2.java,0,[]
TestMoneyRounding.java,SSStatement.java,0,[]
ExpressionArithmetic.java,ExpressionFunctionCeiling.java,0,[]
TestOrderBy.java,ExpressionFunctionASin.java,0,[]
ExpressionFunctionYear.java,Language_it.java,0,[]
ExpressionFunctionUCase.java,ExpressionArithmetic.java,0,[]
TestStatement.java,ExpressionFunctionLog.java,0,[]
TestExceptionMethods.java,ExpressionFunctionLCase.java,0,[]
TestLanguage.java,View.java,0,[]
ExpressionArithmetic.java,SSStatement.java,0,[]
SSResultSet.java,ExpressionFunctionPower.java,0,[]
ExpressionFunctionLog.java,Utils.java,0,[]
SSStatement.java,ExpressionFunctionATan.java,0,[]
ExpressionFunction.java,TableView.java,0,[]
TestExceptionMethods.java,ExpressionArithmetic.java,0,[]
ExpressionFunctionLCase.java,Language.java,0,[]
TestAlterTable2.java,ExpressionFunctionTruncate.java,0,[]
TestMoneyRounding.java,ExpressionFunctionCeiling.java,0,[]
TestOperatoren.java,TestOperatoren.java,0,[]
ExpressionFunctionDayOfMonth.java,MutableNumeric.java,0,[]
BasicTestCase.java,Table.java,0,[]
SQLTokenizer.java,ExpressionFunctionCase.java,0,[]
SSPreparedStatement.java,ExpressionFunctionRadians.java,0,[]
SSResultSet.java,TestStatement.java,0,[]
View.java,ExpressionFunctionSqrt.java,0,[]
ExpressionFunctionATan.java,TableView.java,0,[]
TestDataTypes.java,MutableNumeric.java,0,[]
Language.java,TestFunctions.java,0,[]
ExpressionFunctionDayOfMonth.java,TestMoneyRounding.java,0,[]
TestFunctions.java,TestOperatoren.java,2,"[<|file:///C:/Users/vince/workspace/small_project/src/smallsql/junit/TestFunctions.java|(22546,279,<374,26>,<383,5>),|file:///C:/Users/vince/workspace/small_project/src/smallsql/junit/TestOperatoren.java|(5171,279,<95,26>,<104,5>)>,<|file:///C:/Users/vince/workspace/small_project/src/smallsql/junit/TestFunctions.java|(23713,210,<406,47>,<412,5>),|file:///C:/Users/vince/workspace/small_project/src/smallsql/junit/TestOperatoren.java|(11380,212,<253,47>,<259,5>)>]"
ExpressionFunctionRadians.java,SSStatement.java,0,[]
Language_it.java,ExpressionFunctionRadians.java,0,[]
ExpressionFunctionDegrees.java,ExpressionFunctionSqrt.java,1,"[<|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/ExpressionFunctionSqrt.java|(0,1607,<1,0>,<44,1>),|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/ExpressionFunctionDegrees.java|(0,1620,<1,0>,<44,1>)>]"
SQLTokenizer.java,Language_de.java,0,[]
TestAlterTable.java,ExpressionFunctionRepeat.java,0,[]
ExpressionFunctionRound.java,BasicTestCase.java,0,[]
ExpressionFunctionLCase.java,SSResultSet.java,0,[]
ExpressionFunctionMonth.java,TableView.java,0,[]
ExpressionFunctionSqrt.java,Table.java,0,[]
ExpressionFunctionPower.java,TestLanguage.java,0,[]
IndexDescription.java,ExpressionFunctionRepeat.java,0,[]
Language.java,ExpressionFunctionATan2.java,0,[]
TestLanguage.java,TestExceptionMethods.java,0,[]
MutableNumeric.java,TestScrollable.java,0,[]
ExpressionFunctionLCase.java,TestExceptions.java,0,[]
ExpressionFunctionDayOfMonth.java,ExpressionFunctionLog.java,0,[]
ExpressionFunctionExp.java,Language_it.java,0,[]
ExpressionFunctionUCase.java,TestLanguage.java,0,[]
ExpressionFunctionSin.java,ExpressionFunctionTruncate.java,0,[]
ExpressionFunction.java,Table.java,0,[]
TestAlterTable.java,View.java,0,[]
BasicTestCase.java,TableView.java,0,[]
BenchTest.java,SSStatement.java,0,[]
SSResultSet.java,SSPreparedStatement.java,0,[]
TestScrollable.java,TestJoins.java,0,[]
ExpressionFunctionLCase.java,ExpressionFunctionDayOfYear.java,0,[]
TestStatement.java,MutableNumeric.java,0,[]
BenchTest.java,ExpressionFunctionCeiling.java,0,[]
ExpressionFunctionHour.java,ExpressionFunctionACos.java,0,[]
ExpressionFunctionATan.java,ExpressionFunctionASin.java,1,"[<|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/ExpressionFunctionATan.java|(0,1607,<1,0>,<44,1>),|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/ExpressionFunctionASin.java|(0,1607,<1,0>,<44,1>)>]"
View.java,ExpressionFunctionPower.java,0,[]
TestExceptionMethods.java,TestLanguage.java,0,[]
ExpressionFunction.java,ExpressionFunctionDegrees.java,0,[]
ExpressionFunctionHour.java,Utils.java,0,[]
TestFunctions.java,ExpressionFunctionCase.java,0,[]
SQLTokenizer.java,View.java,0,[]
TestLanguage.java,Language_de.java,0,[]
TestAlterTable2.java,TestScrollable.java,0,[]
TableView.java,ExpressionFunctionACos.java,0,[]
TestAlterTable.java,ExpressionFunctionCase.java,0,[]
TestAlterTable.java,Language_de.java,0,[]
SQLTokenizer.java,ExpressionFunctionRepeat.java,0,[]
ExpressionFunctionDayOfMonth.java,ExpressionFunctionSin.java,0,[]
SSCallableStatement.java,ExpressionFunctionATan2.java,0,[]
ExpressionFunctionLCase.java,IndexDescription.java,0,[]
ExpressionFunction.java,ExpressionFunctionATan.java,0,[]
IndexDescription.java,Language_de.java,0,[]
ExpressionFunctionCos.java,ExpressionFunctionATan2.java,0,[]
SSStatement.java,TableView.java,0,[]
TestDataTypes.java,BasicTestCase.java,0,[]
ExpressionFunctionMinute.java,TestTransactions.java,0,[]
ExpressionFunctionLCase.java,ExpressionFunctionDayOfMonth.java,0,[]
TestExceptionMethods.java,TestDataTypes.java,0,[]
ExpressionFunctionRadians.java,ExpressionFunctionYear.java,0,[]
Table.java,Language_it.java,0,[]
TestJoins.java,ExpressionFunction.java,0,[]
ExpressionFunctionDegrees.java,ExpressionFunctionATan2.java,0,[]
TestLanguage.java,ExpressionFunctionCase.java,0,[]
TestStatement.java,BasicTestCase.java,0,[]
TestScrollable.java,ExpressionFunctionTan.java,0,[]
ExpressionFunctionSin.java,ExpressionFunctionASin.java,1,"[<|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/ExpressionFunctionASin.java|(0,1607,<1,0>,<44,1>),|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/ExpressionFunctionSin.java|(0,1603,<1,0>,<44,1>)>]"
Language.java,Language.java,2,"[<|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/language/Language.java|(12780,353,<318,35>,<332,2>),|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/language/Language.java|(12108,343,<292,33>,<306,2>)>,<|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/language/Language.java|(23228,5376,<494,1>,<628,3>),|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/language/Language.java|(13722,9336,<354,1>,<488,3>)>]"
IndexScrollStatus.java,ExpressionFunctionRadians.java,0,[]
TestGroupBy.java,TestTransactions.java,0,[]
ExpressionFunctionDegrees.java,TestFunctions.java,0,[]
ExpressionFunctionHour.java,ExpressionFunctionASin.java,0,[]
ExpressionFunctionCeiling.java,SQLTokenizer.java,0,[]
View.java,ExpressionFunctionMinute.java,0,[]
MutableNumeric.java,ExpressionFunctionTruncate.java,0,[]
ExpressionFunctionHour.java,ExpressionFunctionDayOfMonth.java,1,"[<|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/ExpressionFunctionHour.java|(0,1721,<1,0>,<54,3>),|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/ExpressionFunctionDayOfMonth.java|(0,1738,<1,0>,<54,3>)>]"
ExpressionFunctionRepeat.java,Language.java,0,[]
ExpressionFunctionUCase.java,TestDataTypes.java,0,[]
ExpressionFunctionTruncate.java,TestLanguage.java,0,[]
ExpressionFunctionDayOfYear.java,Index.java,0,[]
ExpressionFunctionDayOfYear.java,BenchTest.java,0,[]
ExpressionFunctionACos.java,TestLanguage.java,0,[]
BasicTestCase.java,ExpressionFunctionATan.java,0,[]
ExpressionFunctionCase.java,ExpressionFunctionExp.java,0,[]
TestExceptions.java,TestLanguage.java,0,[]
SSStatement.java,Table.java,0,[]
ExpressionFunctionExp.java,SQLTokenizer.java,0,[]
ExpressionFunctionDayOfYear.java,IndexScrollStatus.java,0,[]
SQLTokenizer.java,TestExceptionMethods.java,0,[]
TestOperatoren.java,TestAlterTable2.java,0,[]
TestMoneyRounding.java,ExpressionFunctionYear.java,0,[]
TestFunctions.java,ExpressionFunctionRepeat.java,0,[]
ExpressionFunctionRepeat.java,SSResultSet.java,0,[]
TestJoins.java,ExpressionFunctionATan2.java,0,[]
SSStatement.java,ExpressionFunctionDegrees.java,0,[]
ExpressionFunctionRound.java,ExpressionFunctionLog.java,0,[]
ExpressionFunctionDegrees.java,ExpressionFunction.java,0,[]
ExpressionFunctionCase.java,TestOperatoren.java,0,[]
ExpressionFunctionRepeat.java,TestExceptions.java,0,[]
ExpressionArithmetic.java,ExpressionFunctionYear.java,0,[]
TestStatement.java,ExpressionFunctionSin.java,0,[]
TestFunctions.java,View.java,0,[]
ExpressionFunctionDayOfMonth.java,BasicTestCase.java,0,[]
ExpressionFunctionCos.java,ExpressionFunction.java,0,[]
TestOrderBy.java,Utils.java,0,[]
ExpressionFunctionLCase.java,SSCallableStatement.java,0,[]
ExpressionFunctionDayOfYear.java,TestOperatoren.java,0,[]
TestDataTypes.java,ExpressionFunctionSin.java,0,[]
ExpressionFunctionRepeat.java,ExpressionFunctionDayOfYear.java,0,[]
TableView.java,Utils.java,0,[]
TestScrollable.java,ExpressionFunctionUCase.java,0,[]
ExpressionFunctionASin.java,ExpressionFunctionTruncate.java,0,[]
SSCallableStatement.java,ExpressionFunction.java,0,[]
ExpressionFunctionATan.java,ExpressionFunctionATan.java,0,[]
TestOrderBy.java,ExpressionFunctionACos.java,0,[]
ExpressionFunctionATan2.java,ExpressionFunctionYear.java,0,[]
ExpressionFunctionCase.java,IndexScrollStatus.java,0,[]
SSResultSet.java,ExpressionFunctionMinute.java,0,[]
ExpressionFunctionRound.java,TestMoneyRounding.java,0,[]
ExpressionFunctionDayOfYear.java,ExpressionFunctionExp.java,0,[]
IndexDescription.java,ExpressionFunctionCase.java,0,[]
ExpressionFunctionCase.java,BenchTest.java,0,[]
Language_de.java,TestScrollable.java,0,[]
ExpressionFunctionMonth.java,ExpressionFunctionATan.java,0,[]
ExpressionFunctionCase.java,Index.java,0,[]
TestTransactions.java,ExpressionFunctionTruncate.java,0,[]
ExpressionFunctionCos.java,TestFunctions.java,0,[]
Utils.java,ExpressionFunctionRadians.java,0,[]
TestExceptions.java,ExpressionFunctionLCase.java,0,[]
BenchTest.java,ExpressionFunctionYear.java,0,[]
ExpressionFunctionMinute.java,TestGroupBy.java,0,[]
ExpressionFunctionLCase.java,TestAlterTable.java,0,[]
ExpressionFunctionSin.java,TestScrollable.java,0,[]
ExpressionFunctionYear.java,SQLTokenizer.java,0,[]
TestExceptions.java,ExpressionArithmetic.java,0,[]
ExpressionFunctionPower.java,TestDataTypes.java,0,[]
ExpressionFunctionLCase.java,ExpressionFunctionHour.java,0,[]
ExpressionFunctionTruncate.java,ExpressionArithmetic.java,0,[]
ExpressionFunctionACos.java,ExpressionArithmetic.java,0,[]
ExpressionFunctionRound.java,MutableNumeric.java,0,[]
TestFunctions.java,TestExceptionMethods.java,0,[]
ExpressionFunctionTruncate.java,ExpressionFunctionLCase.java,0,[]
SSCallableStatement.java,TestFunctions.java,0,[]
ExpressionFunctionACos.java,ExpressionFunctionLCase.java,0,[]
IndexScrollStatus.java,TestOperatoren.java,0,[]
ExpressionFunctionATan2.java,TableView.java,0,[]
ExpressionFunctionATan2.java,Table.java,0,[]
SSCallableStatement.java,TestJoins.java,0,[]
TestAlterTable2.java,TestExceptionMethods.java,0,[]
ExpressionFunctionPower.java,ExpressionFunctionRound.java,0,[]
TestOrderBy.java,TestMoneyRounding.java,0,[]
ExpressionFunctionSin.java,ExpressionFunctionRepeat.java,0,[]
ExpressionFunctionMonth.java,SSStatement.java,0,[]
ExpressionFunctionExp.java,ExpressionFunctionACos.java,1,"[<|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/ExpressionFunctionACos.java|(0,1607,<1,0>,<44,1>),|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/ExpressionFunctionExp.java|(0,1603,<1,0>,<44,1>)>]"
View.java,SSCallableStatement.java,0,[]
Language.java,ExpressionFunctionTan.java,0,[]
TableView.java,TestMoneyRounding.java,0,[]
ExpressionFunctionCos.java,TestJoins.java,0,[]
ExpressionFunctionCeiling.java,TestGroupBy.java,0,[]
SQLTokenizer.java,TestScrollable.java,0,[]
ExpressionFunctionATan.java,SSStatement.java,0,[]
ExpressionFunctionCeiling.java,TestTransactions.java,0,[]
ExpressionFunctionTan.java,BenchTest.java,0,[]
ExpressionFunctionTan.java,Index.java,0,[]
Index.java,TestAlterTable2.java,0,[]
ExpressionFunctionRepeat.java,ExpressionFunctionPower.java,0,[]
TestDataTypes.java,ExpressionFunctionASin.java,0,[]
ExpressionFunctionRound.java,Utils.java,0,[]
ExpressionFunctionTan.java,IndexScrollStatus.java,0,[]
ExpressionFunctionRound.java,ExpressionFunctionACos.java,0,[]
ExpressionFunctionATan2.java,ExpressionFunctionDegrees.java,0,[]
ExpressionFunctionDayOfYear.java,ExpressionFunctionRadians.java,0,[]
ExpressionFunctionRadians.java,TableView.java,0,[]
TestGroupBy.java,SQLTokenizer.java,0,[]
ExpressionFunctionMonth.java,ExpressionFunctionCeiling.java,0,[]
MutableNumeric.java,Language_de.java,0,[]
View.java,ExpressionFunctionHour.java,0,[]
ExpressionArithmetic.java,TableView.java,0,[]
ExpressionFunctionExp.java,TestTransactions.java,0,[]
ExpressionFunctionRepeat.java,TestStatement.java,0,[]
ExpressionFunction.java,SSStatement.java,0,[]
TestLanguage.java,ExpressionFunctionTruncate.java,0,[]
ExpressionFunctionPower.java,ExpressionFunctionMonth.java,0,[]
ExpressionFunctionUCase.java,ExpressionFunctionCos.java,0,[]
Utils.java,ExpressionFunctionExp.java,0,[]
ExpressionFunctionDayOfMonth.java,ExpressionFunctionASin.java,0,[]
BenchTest.java,Table.java,0,[]
IndexScrollStatus.java,Index.java,0,[]
IndexScrollStatus.java,BenchTest.java,0,[]
View.java,TestAlterTable.java,0,[]
TestAlterTable2.java,View.java,0,[]
TestExceptionMethods.java,ExpressionFunctionCos.java,0,[]
MutableNumeric.java,ExpressionFunctionCase.java,0,[]
BenchTest.java,ExpressionFunctionDegrees.java,0,[]
Utils.java,TestOperatoren.java,0,[]
TestMoneyRounding.java,TableView.java,0,[]
TableView.java,MutableNumeric.java,0,[]
ExpressionFunctionLog.java,BasicTestCase.java,0,[]
View.java,ExpressionFunctionDayOfMonth.java,0,[]
ExpressionFunctionExp.java,TestGroupBy.java,0,[]
Language_de.java,ExpressionFunctionRepeat.java,0,[]
TestOrderBy.java,MutableNumeric.java,0,[]
ExpressionFunction.java,ExpressionFunctionCeiling.java,0,[]
TestJoins.java,TestJoins.java,0,[]
TestExceptionMethods.java,ExpressionFunctionMonth.java,0,[]
SSPreparedStatement.java,TestAlterTable2.java,0,[]
ExpressionFunctionASin.java,Language_de.java,0,[]
ExpressionFunctionHour.java,ExpressionFunctionSin.java,0,[]
Language_de.java,View.java,0,[]
ExpressionFunctionRadians.java,Table.java,0,[]
Language_it.java,TestAlterTable2.java,0,[]
Language.java,ExpressionFunctionUCase.java,0,[]
ExpressionFunctionRepeat.java,SSPreparedStatement.java,0,[]
Utils.java,Utils.java,2,"[<|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/Utils.java|(4308,142,<133,38>,<139,2>),|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/Utils.java|(4112,153,<125,32>,<131,2>)>,<|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/Utils.java|(4996,213,<160,40>,<167,5>),|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/Utils.java|(4738,214,<151,42>,<158,5>)>]"
ExpressionFunctionPower.java,ExpressionFunctionCos.java,0,[]
Utils.java,IndexScrollStatus.java,0,[]
ExpressionFunctionLCase.java,ExpressionFunctionMinute.java,0,[]
TestFunctions.java,TestScrollable.java,0,[]
Utils.java,BenchTest.java,0,[]
ExpressionFunctionSin.java,TestExceptionMethods.java,0,[]
Utils.java,Index.java,0,[]
ExpressionFunctionSqrt.java,SSStatement.java,0,[]
IndexScrollStatus.java,ExpressionFunctionExp.java,0,[]
TestTransactions.java,Language_de.java,0,[]
ExpressionFunctionUCase.java,ExpressionFunctionMonth.java,0,[]
TestAlterTable2.java,ExpressionFunctionRepeat.java,0,[]
SSStatement.java,ExpressionFunctionYear.java,0,[]
TestMoneyRounding.java,Table.java,0,[]
TestOrderBy.java,ExpressionFunctionLog.java,0,[]
BasicTestCase.java,ExpressionFunctionCeiling.java,0,[]
ExpressionFunctionCase.java,ExpressionFunctionRadians.java,0,[]
SSResultSet.java,TestAlterTable.java,0,[]
Language_de.java,TestExceptionMethods.java,0,[]
ExpressionFunctionASin.java,ExpressionFunctionCase.java,0,[]
TestExceptionMethods.java,ExpressionFunctionRound.java,0,[]
TestStatement.java,ExpressionFunctionASin.java,0,[]
SSResultSet.java,ExpressionFunctionHour.java,0,[]
TableView.java,ExpressionFunctionLog.java,0,[]
ExpressionArithmetic.java,ExpressionFunctionDegrees.java,0,[]
ExpressionFunctionYear.java,TestTransactions.java,0,[]
ExpressionFunctionRepeat.java,ExpressionFunctionSqrt.java,0,[]
ExpressionFunctionTruncate.java,TestOrderBy.java,0,[]
TestTransactions.java,ExpressionFunctionCase.java,0,[]
ExpressionFunctionYear.java,TestGroupBy.java,0,[]
ExpressionFunctionACos.java,TestOrderBy.java,0,[]
TestAlterTable.java,ExpressionFunctionTruncate.java,0,[]
ExpressionFunctionMinute.java,SQLTokenizer.java,0,[]
ExpressionFunctionSin.java,View.java,0,[]
SSResultSet.java,IndexDescription.java,0,[]
ExpressionArithmetic.java,Table.java,0,[]
BasicTestCase.java,BenchTest.java,2,"[<|file:///C:/Users/vince/workspace/small_project/src/smallsql/junit/BenchTest.java|(30581,196,<733,45>,<739,5>),|file:///C:/Users/vince/workspace/small_project/src/smallsql/junit/BasicTestCase.java|(2390,179,<74,46>,<80,5>)>,<|file:///C:/Users/vince/workspace/small_project/src/smallsql/junit/BenchTest.java|(30335,197,<725,47>,<731,5>),|file:///C:/Users/vince/workspace/small_project/src/smallsql/junit/BasicTestCase.java|(2390,179,<74,46>,<80,5>)>]"
BasicTestCase.java,SSStatement.java,0,[]
ExpressionFunctionDegrees.java,TestJoins.java,0,[]
BenchTest.java,TableView.java,0,[]
TestExceptions.java,TestOrderBy.java,0,[]
ExpressionFunctionHour.java,BasicTestCase.java,0,[]
TestMoneyRounding.java,ExpressionFunctionDegrees.java,0,[]
SSResultSet.java,ExpressionFunctionDayOfMonth.java,0,[]
IndexDescription.java,ExpressionFunctionTruncate.java,0,[]
