file1,file2,nClonePairs,locations
ExpressionFunctionATan2.java,View.java,0,[]
SSCallableStatement.java,IndexScrollStatus.java,0,[]
Index.java,ExpressionFunctionTan.java,0,[]
ExpressionFunctionCeiling.java,TestStatement.java,0,[]
ExpressionArithmetic.java,ExpressionFunctionRepeat.java,0,[]
ExpressionFunctionCos.java,BenchTest.java,0,[]
ExpressionFunctionCos.java,Index.java,0,[]
ExpressionFunctionMinute.java,ExpressionFunctionDayOfYear.java,0,[]
View.java,Language_it.java,0,[]
ExpressionFunctionTan.java,TestJoins.java,0,[]
Language_it.java,ExpressionFunctionUCase.java,0,[]
TableView.java,ExpressionFunctionRound.java,0,[]
Language.java,TestAlterTable2.java,0,[]
ExpressionFunctionDegrees.java,TestOperatoren.java,0,[]
TestGroupBy.java,TestExceptions.java,0,[]
Language_de.java,TableView.java,0,[]
ExpressionFunctionCase.java,ExpressionFunction.java,0,[]
ExpressionFunctionYear.java,SSPreparedStatement.java,0,[]
TestMoneyRounding.java,ExpressionFunctionRepeat.java,0,[]
TestExceptionMethods.java,ExpressionFunctionLog.java,0,[]
TestGroupBy.java,SSResultSet.java,0,[]
TestOrderBy.java,ExpressionFunctionRound.java,0,[]
ExpressionFunctionLog.java,ExpressionFunctionCeiling.java,1,"[<|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/ExpressionFunctionCeiling.java|(0,1616,<1,0>,<44,1>),|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/ExpressionFunctionLog.java|(0,1603,<1,0>,<44,1>)>]"
SSPreparedStatement.java,ExpressionFunctionUCase.java,0,[]
MutableNumeric.java,ExpressionFunctionATan.java,0,[]
ExpressionFunctionPower.java,TestMoneyRounding.java,0,[]
ExpressionFunctionACos.java,BasicTestCase.java,0,[]
ExpressionFunctionUCase.java,TestMoneyRounding.java,0,[]
TestGroupBy.java,ExpressionFunctionDayOfYear.java,0,[]
ExpressionFunctionCeiling.java,SSPreparedStatement.java,0,[]
ExpressionFunctionTruncate.java,BasicTestCase.java,0,[]
TestLanguage.java,ExpressionFunctionCeiling.java,0,[]
ExpressionFunctionDayOfYear.java,ExpressionFunction.java,0,[]
ExpressionFunctionHour.java,TestOrderBy.java,0,[]
TestExceptions.java,BasicTestCase.java,0,[]
TestMoneyRounding.java,View.java,0,[]
SSCallableStatement.java,TestOperatoren.java,0,[]
ExpressionFunctionRadians.java,TestExceptionMethods.java,0,[]
SSCallableStatement.java,ExpressionFunctionExp.java,0,[]
TestAlterTable2.java,TableView.java,0,[]
ExpressionFunctionDegrees.java,IndexScrollStatus.java,0,[]
ExpressionFunctionYear.java,TestStatement.java,0,[]
TestDataTypes.java,ExpressionArithmetic.java,0,[]
ExpressionFunctionMinute.java,SSResultSet.java,0,[]
TestDataTypes.java,ExpressionFunctionLCase.java,0,[]
ExpressionFunctionDegrees.java,Index.java,0,[]
ExpressionFunctionDegrees.java,BenchTest.java,0,[]
ExpressionFunctionATan2.java,ExpressionFunctionRepeat.java,0,[]
ExpressionFunctionPower.java,ExpressionFunctionLog.java,0,[]
ExpressionFunctionMinute.java,TestExceptions.java,0,[]
ExpressionArithmetic.java,View.java,0,[]
TestLanguage.java,SSStatement.java,0,[]
TestExceptionMethods.java,TestMoneyRounding.java,0,[]
ExpressionFunction.java,ExpressionFunctionTruncate.java,0,[]
ExpressionFunctionSin.java,Table.java,0,[]
ExpressionFunctionMinute.java,ExpressionFunctionHour.java,1,"[<|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/ExpressionFunctionMinute.java|(0,1729,<1,0>,<54,3>),|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/ExpressionFunctionHour.java|(0,1721,<1,0>,<54,3>)>]"
ExpressionFunctionYear.java,ExpressionFunctionPower.java,0,[]
TableView.java,ExpressionFunctionCos.java,0,[]
ExpressionFunctionRadians.java,View.java,0,[]
Language_de.java,Table.java,0,[]
TestJoins.java,Index.java,0,[]
TestMoneyRounding.java,TestExceptionMethods.java,0,[]
SQLTokenizer.java,ExpressionFunctionYear.java,0,[]
TestJoins.java,BenchTest.java,0,[]
TestExceptionMethods.java,MutableNumeric.java,0,[]
ExpressionFunctionDayOfYear.java,TestFunctions.java,0,[]
TestOrderBy.java,ExpressionFunctionCos.java,0,[]
ExpressionFunctionDayOfMonth.java,ExpressionFunctionLCase.java,0,[]
ExpressionFunctionATan.java,ExpressionFunctionTruncate.java,0,[]
TestJoins.java,IndexScrollStatus.java,0,[]
ExpressionFunctionDayOfMonth.java,ExpressionArithmetic.java,0,[]
TestStatement.java,TestLanguage.java,0,[]
Index.java,ExpressionFunctionUCase.java,0,[]
ExpressionFunctionDayOfYear.java,ExpressionFunctionATan2.java,0,[]
ExpressionFunctionTruncate.java,ExpressionFunctionSin.java,0,[]
ExpressionFunctionUCase.java,ExpressionFunctionLCase.java,1,"[<|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/ExpressionFunctionUCase.java|(0,1893,<1,0>,<62,3>),|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/ExpressionFunctionLCase.java|(0,1893,<1,0>,<62,3>)>]"
BasicTestCase.java,Utils.java,1,"[<|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/Utils.java|(6369,282,<205,43>,<212,5>),|file:///C:/Users/vince/workspace/small_project/src/smallsql/junit/BasicTestCase.java|(3576,237,<102,48>,<109,2>)>]"
ExpressionArithmetic.java,TestExceptionMethods.java,0,[]
ExpressionFunctionExp.java,SSPreparedStatement.java,0,[]
Language_it.java,ExpressionFunctionTan.java,0,[]
BenchTest.java,ExpressionFunctionRepeat.java,0,[]
ExpressionFunctionMinute.java,Language.java,0,[]
Utils.java,TestJoins.java,0,[]
SSPreparedStatement.java,ExpressionFunctionTan.java,0,[]
SSResultSet.java,Language_it.java,0,[]
Language_de.java,ExpressionFunctionDegrees.java,0,[]
TestExceptions.java,ExpressionFunctionSin.java,0,[]
TestTransactions.java,ExpressionFunctionATan.java,0,[]
ExpressionFunctionMonth.java,ExpressionFunctionTruncate.java,0,[]
ExpressionFunctionUCase.java,MutableNumeric.java,0,[]
ExpressionFunctionLog.java,TestOrderBy.java,0,[]
BasicTestCase.java,ExpressionFunctionTruncate.java,0,[]
TestAlterTable2.java,Table.java,0,[]
BenchTest.java,View.java,0,[]
ExpressionFunctionATan2.java,TestExceptionMethods.java,0,[]
ExpressionFunctionPower.java,MutableNumeric.java,0,[]
ExpressionFunctionRepeat.java,TestGroupBy.java,0,[]
IndexDescription.java,SSStatement.java,0,[]
ExpressionFunctionRound.java,TestDataTypes.java,0,[]
ExpressionFunctionSin.java,TableView.java,0,[]
TestAlterTable.java,SSStatement.java,0,[]
ExpressionFunctionCase.java,ExpressionFunctionATan2.java,0,[]
IndexScrollStatus.java,TestJoins.java,0,[]
ExpressionFunctionATan.java,ExpressionFunctionDegrees.java,1,"[<|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/ExpressionFunctionATan.java|(0,1607,<1,0>,<44,1>),|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/ExpressionFunctionDegrees.java|(0,1620,<1,0>,<44,1>)>]"
TestGroupBy.java,Language.java,0,[]
ExpressionFunctionRadians.java,ExpressionFunctionRepeat.java,0,[]
TestJoins.java,ExpressionFunctionExp.java,0,[]
ExpressionFunctionExp.java,ExpressionFunctionLog.java,1,"[<|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/ExpressionFunctionExp.java|(0,1603,<1,0>,<44,1>),|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/ExpressionFunctionLog.java|(0,1603,<1,0>,<44,1>)>]"
SSStatement.java,TestScrollable.java,0,[]
TestAlterTable.java,ExpressionFunctionCeiling.java,0,[]
ExpressionFunctionCase.java,TestFunctions.java,0,[]
TableView.java,ExpressionFunctionMonth.java,0,[]
ExpressionFunctionACos.java,ExpressionFunctionCeiling.java,1,"[<|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/ExpressionFunctionCeiling.java|(0,1616,<1,0>,<44,1>),|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/ExpressionFunctionACos.java|(0,1607,<1,0>,<44,1>)>]"
ExpressionFunctionRepeat.java,TestTransactions.java,0,[]
TestAlterTable2.java,ExpressionFunctionDegrees.java,0,[]
ExpressionFunctionExp.java,TestStatement.java,0,[]
ExpressionFunctionYear.java,ExpressionFunctionSqrt.java,0,[]
TestDataTypes.java,TestLanguage.java,0,[]
TestOrderBy.java,ExpressionFunctionMonth.java,0,[]
ExpressionFunctionCeiling.java,ExpressionFunctionPower.java,0,[]
SSPreparedStatement.java,SSStatement.java,1,"[<|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/SSStatement.java|(6966,346,<269,13>,<276,13>),|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/SSPreparedStatement.java|(8312,261,<247,5>,<254,4>)>]"
IndexDescription.java,ExpressionFunctionCeiling.java,0,[]
TestAlterTable2.java,ExpressionFunctionATan.java,0,[]
IndexScrollStatus.java,ExpressionFunctionUCase.java,0,[]
TestStatement.java,TestDataTypes.java,0,[]
SSStatement.java,ExpressionFunctionTruncate.java,0,[]
ExpressionFunctionTan.java,ExpressionFunctionUCase.java,0,[]
BenchTest.java,Language_de.java,0,[]
Language_it.java,TestJoins.java,0,[]
ExpressionFunctionATan2.java,ExpressionFunctionCase.java,0,[]
Utils.java,ExpressionFunctionTan.java,0,[]
TestExceptionMethods.java,BasicTestCase.java,0,[]
TestJoins.java,TestAlterTable2.java,0,[]
Table.java,SSPreparedStatement.java,0,[]
SSPreparedStatement.java,TestJoins.java,0,[]
ExpressionArithmetic.java,ExpressionFunctionCase.java,0,[]
TestDataTypes.java,TestDataTypes.java,0,[]
ExpressionFunctionTruncate.java,ExpressionFunctionLog.java,0,[]
TestTransactions.java,Table.java,0,[]
ExpressionFunctionLog.java,ExpressionFunctionMonth.java,0,[]
TestExceptions.java,ExpressionFunctionLog.java,0,[]
TestGroupBy.java,SSCallableStatement.java,0,[]
SQLTokenizer.java,SSStatement.java,0,[]
IndexScrollStatus.java,ExpressionFunctionTan.java,0,[]
ExpressionFunctionYear.java,ExpressionFunctionMinute.java,1,"[<|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/ExpressionFunctionYear.java|(0,1722,<1,0>,<54,3>),|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/ExpressionFunctionMinute.java|(0,1729,<1,0>,<54,3>)>]"
ExpressionFunctionATan.java,TestScrollable.java,0,[]
Table.java,TestStatement.java,0,[]
MutableNumeric.java,TableView.java,0,[]
ExpressionFunctionASin.java,Table.java,0,[]
ExpressionFunctionRadians.java,Language_de.java,0,[]
TestScrollable.java,ExpressionFunctionRadians.java,0,[]
ExpressionFunctionRound.java,TestLanguage.java,0,[]
TestMoneyRounding.java,ExpressionFunctionCase.java,0,[]
SQLTokenizer.java,ExpressionFunctionCeiling.java,0,[]
ExpressionFunctionPower.java,BasicTestCase.java,0,[]
TestTransactions.java,ExpressionFunctionDegrees.java,0,[]
Language_de.java,ExpressionFunctionATan.java,0,[]
ExpressionFunctionMonth.java,TestScrollable.java,0,[]
TableView.java,TestOrderBy.java,0,[]
ExpressionFunctionTan.java,ExpressionFunctionSin.java,1,"[<|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/ExpressionFunctionTan.java|(0,1603,<1,0>,<44,1>),|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/ExpressionFunctionSin.java|(0,1603,<1,0>,<44,1>)>]"
View.java,SQLTokenizer.java,0,[]
ExpressionFunctionCeiling.java,ExpressionFunctionMinute.java,0,[]
Table.java,ExpressionFunctionPower.java,0,[]
Language.java,IndexScrollStatus.java,0,[]
ExpressionFunctionASin.java,ExpressionFunctionSin.java,1,"[<|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/ExpressionFunctionASin.java|(0,1607,<1,0>,<44,1>),|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/ExpressionFunctionSin.java|(0,1603,<1,0>,<44,1>)>]"
TestGroupBy.java,ExpressionFunctionHour.java,0,[]
ExpressionFunctionLog.java,ExpressionFunctionRound.java,0,[]
Index.java,TestJoins.java,0,[]
ExpressionFunctionCos.java,ExpressionFunctionCeiling.java,1,"[<|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/ExpressionFunctionCos.java|(0,1603,<1,0>,<44,1>),|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/ExpressionFunctionCeiling.java|(0,1616,<1,0>,<44,1>)>]"
Language.java,BenchTest.java,0,[]
ExpressionFunctionExp.java,ExpressionFunctionMinute.java,0,[]
Language.java,Index.java,0,[]
ExpressionFunctionPower.java,ExpressionFunctionSin.java,0,[]
ExpressionArithmetic.java,Language_de.java,0,[]
BenchTest.java,BasicTestCase.java,2,"[<|file:///C:/Users/vince/workspace/small_project/src/smallsql/junit/BenchTest.java|(30581,196,<733,45>,<739,5>),|file:///C:/Users/vince/workspace/small_project/src/smallsql/junit/BasicTestCase.java|(2390,179,<74,46>,<80,5>)>,<|file:///C:/Users/vince/workspace/small_project/src/smallsql/junit/BenchTest.java|(30335,197,<725,47>,<731,5>),|file:///C:/Users/vince/workspace/small_project/src/smallsql/junit/BasicTestCase.java|(2390,179,<74,46>,<80,5>)>]"
TestGroupBy.java,TestAlterTable.java,0,[]
ExpressionFunctionATan.java,ExpressionFunctionSin.java,1,"[<|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/ExpressionFunctionATan.java|(0,1607,<1,0>,<44,1>),|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/ExpressionFunctionSin.java|(0,1603,<1,0>,<44,1>)>]"
ExpressionFunctionTan.java,ExpressionFunctionTan.java,0,[]
ExpressionFunctionCos.java,TestAlterTable2.java,0,[]
TestGroupBy.java,ExpressionFunctionDayOfMonth.java,0,[]
TestLanguage.java,ExpressionFunctionYear.java,0,[]
ExpressionFunctionHour.java,ExpressionFunctionCos.java,0,[]
TestMoneyRounding.java,Language_de.java,0,[]
ExpressionFunction.java,TestScrollable.java,0,[]
SSCallableStatement.java,TestAlterTable2.java,0,[]
TestGroupBy.java,IndexDescription.java,0,[]
ExpressionFunctionRadians.java,ExpressionFunctionCase.java,0,[]
ExpressionFunctionDayOfMonth.java,TestDataTypes.java,0,[]
Utils.java,ExpressionFunctionUCase.java,0,[]
ExpressionFunctionHour.java,ExpressionFunctionMonth.java,0,[]
ExpressionFunctionSqrt.java,TestScrollable.java,0,[]
ExpressionFunctionLCase.java,TestGroupBy.java,0,[]
ExpressionFunctionDegrees.java,TestAlterTable2.java,0,[]
Language.java,TestOperatoren.java,0,[]
MutableNumeric.java,Table.java,0,[]
ExpressionFunctionMinute.java,TestAlterTable.java,0,[]
ExpressionFunctionASin.java,TableView.java,0,[]
TestExceptionMethods.java,ExpressionFunctionSin.java,0,[]
IndexScrollStatus.java,IndexScrollStatus.java,1,"[<|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/IndexScrollStatus.java|(4100,428,<120,5>,<131,41>),|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/IndexScrollStatus.java|(3062,385,<89,5>,<99,6>)>]"
TestFunctions.java,SSStatement.java,0,[]
ExpressionFunctionSqrt.java,ExpressionFunctionASin.java,1,"[<|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/ExpressionFunctionSqrt.java|(0,1607,<1,0>,<44,1>),|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/ExpressionFunctionASin.java|(0,1607,<1,0>,<44,1>)>]"
TestTransactions.java,TableView.java,0,[]
ExpressionFunctionMinute.java,IndexDescription.java,0,[]
TestFunctions.java,ExpressionFunctionCeiling.java,0,[]
TestExceptions.java,MutableNumeric.java,0,[]
SSResultSet.java,SQLTokenizer.java,0,[]
ExpressionFunctionUCase.java,ExpressionFunctionSin.java,0,[]
MutableNumeric.java,ExpressionFunctionDegrees.java,0,[]
ExpressionFunctionTruncate.java,MutableNumeric.java,0,[]
ExpressionFunctionRound.java,ExpressionArithmetic.java,0,[]
ExpressionFunctionATan2.java,Language_de.java,0,[]
ExpressionFunctionACos.java,MutableNumeric.java,0,[]
BenchTest.java,ExpressionFunctionCase.java,0,[]
Table.java,ExpressionFunctionSqrt.java,0,[]
Language.java,ExpressionFunctionExp.java,0,[]
ExpressionFunctionLCase.java,TestTransactions.java,0,[]
ExpressionFunctionTan.java,ExpressionFunctionSqrt.java,1,"[<|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/ExpressionFunctionSqrt.java|(0,1607,<1,0>,<44,1>),|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/ExpressionFunctionTan.java|(0,1603,<1,0>,<44,1>)>]"
ExpressionFunctionRound.java,ExpressionFunctionLCase.java,0,[]
TestOperatoren.java,ExpressionFunction.java,0,[]
ExpressionFunctionACos.java,TestMoneyRounding.java,0,[]
ExpressionFunctionHour.java,ExpressionFunctionRound.java,0,[]
ExpressionFunctionTruncate.java,TestMoneyRounding.java,0,[]
ExpressionFunctionUCase.java,BasicTestCase.java,0,[]
ExpressionFunctionMinute.java,SSCallableStatement.java,0,[]
BasicTestCase.java,TestScrollable.java,0,[]
TestAlterTable.java,ExpressionFunctionYear.java,0,[]
TestOperatoren.java,ExpressionFunctionATan2.java,0,[]
TestExceptions.java,TestMoneyRounding.java,0,[]
IndexDescription.java,ExpressionFunctionYear.java,0,[]
TestMoneyRounding.java,ExpressionFunctionATan2.java,0,[]
TestDataTypes.java,ExpressionFunctionHour.java,0,[]
ExpressionFunctionCase.java,View.java,0,[]
BenchTest.java,ExpressionFunctionATan2.java,0,[]
ExpressionFunctionATan.java,ExpressionFunctionUCase.java,0,[]
TestScrollable.java,TestScrollable.java,3,"[<|file:///C:/Users/vince/workspace/small_project/src/smallsql/junit/TestScrollable.java|(4387,1001,<108,50>,<126,2>),|file:///C:/Users/vince/workspace/small_project/src/smallsql/junit/TestScrollable.java|(2969,997,<76,49>,<94,2>)>,<|file:///C:/Users/vince/workspace/small_project/src/smallsql/junit/TestScrollable.java|(4387,1001,<108,50>,<126,2>),|file:///C:/Users/vince/workspace/small_project/src/smallsql/junit/TestScrollable.java|(1514,988,<43,49>,<61,2>)>,<|file:///C:/Users/vince/workspace/small_project/src/smallsql/junit/TestScrollable.java|(2969,997,<76,49>,<94,2>),|file:///C:/Users/vince/workspace/small_project/src/smallsql/junit/TestScrollable.java|(1514,988,<43,49>,<61,2>)>]"
ExpressionFunctionRadians.java,ExpressionFunction.java,0,[]
ExpressionFunctionUCase.java,TestGroupBy.java,0,[]
TableView.java,SSPreparedStatement.java,0,[]
View.java,ExpressionFunctionASin.java,0,[]
ExpressionFunctionDayOfYear.java,TestExceptionMethods.java,0,[]
ExpressionArithmetic.java,ExpressionFunctionATan2.java,0,[]
TestExceptionMethods.java,TestTransactions.java,0,[]
ExpressionFunctionDayOfMonth.java,TestAlterTable.java,0,[]
SQLTokenizer.java,IndexScrollStatus.java,0,[]
ExpressionFunctionCos.java,ExpressionFunctionRadians.java,1,"[<|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/ExpressionFunctionCos.java|(0,1603,<1,0>,<44,1>),|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/ExpressionFunctionRadians.java|(0,1620,<1,0>,<44,1>)>]"
ExpressionFunction.java,ExpressionFunctionTan.java,0,[]
ExpressionFunctionACos.java,ExpressionFunctionTan.java,1,"[<|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/ExpressionFunctionTan.java|(0,1603,<1,0>,<44,1>),|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/ExpressionFunctionACos.java|(0,1607,<1,0>,<44,1>)>]"
TestOrderBy.java,SSPreparedStatement.java,0,[]
ExpressionFunctionRound.java,Language.java,0,[]
ExpressionFunctionTan.java,TestScrollable.java,0,[]
ExpressionFunctionYear.java,ExpressionFunctionRound.java,0,[]
TestJoins.java,ExpressionFunctionYear.java,0,[]
SQLTokenizer.java,BenchTest.java,0,[]
SQLTokenizer.java,Index.java,0,[]
ExpressionFunctionLCase.java,ExpressionFunctionSin.java,0,[]
TestGroupBy.java,TestDataTypes.java,0,[]
ExpressionFunctionDayOfMonth.java,IndexDescription.java,0,[]
TestExceptionMethods.java,TestGroupBy.java,0,[]
TestAlterTable2.java,ExpressionFunctionRadians.java,0,[]
IndexDescription.java,TestAlterTable2.java,0,[]
ExpressionFunctionDayOfMonth.java,ExpressionFunctionDayOfMonth.java,0,[]
ExpressionArithmetic.java,TestFunctions.java,0,[]
TestDataTypes.java,SSCallableStatement.java,0,[]
BasicTestCase.java,ExpressionFunctionUCase.java,0,[]
ExpressionFunctionUCase.java,TestTransactions.java,0,[]
TestDataTypes.java,ExpressionFunctionDayOfMonth.java,0,[]
ExpressionFunctionDayOfMonth.java,SSCallableStatement.java,0,[]
SSPreparedStatement.java,ExpressionFunctionTruncate.java,0,[]
ExpressionFunctionRadians.java,TestFunctions.java,0,[]
ExpressionFunctionRound.java,SSResultSet.java,0,[]
ExpressionFunctionLCase.java,BasicTestCase.java,0,[]
TableView.java,ExpressionFunctionSqrt.java,0,[]
ExpressionFunctionRepeat.java,ExpressionFunctionLog.java,0,[]
ExpressionFunctionDayOfMonth.java,ExpressionFunctionHour.java,1,"[<|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/ExpressionFunctionHour.java|(0,1721,<1,0>,<54,3>),|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/ExpressionFunctionDayOfMonth.java|(0,1738,<1,0>,<54,3>)>]"
ExpressionFunctionCase.java,ExpressionFunctionRepeat.java,0,[]
ExpressionFunctionMonth.java,ExpressionFunctionTan.java,0,[]
TestDataTypes.java,IndexDescription.java,0,[]
ExpressionFunctionDayOfYear.java,View.java,0,[]
Language.java,SSStatement.java,0,[]
SSStatement.java,TestJoins.java,0,[]
TestOrderBy.java,ExpressionFunctionSqrt.java,0,[]
ExpressionFunctionRound.java,TestExceptions.java,0,[]
TestMoneyRounding.java,ExpressionFunction.java,0,[]
ExpressionFunctionYear.java,ExpressionFunctionMonth.java,0,[]
Language_it.java,ExpressionFunctionTruncate.java,0,[]
Language.java,ExpressionFunctionCeiling.java,0,[]
TestOperatoren.java,TestDataTypes.java,2,"[<|file:///C:/Users/vince/workspace/small_project/src/smallsql/junit/TestOperatoren.java|(5171,279,<95,26>,<104,5>),|file:///C:/Users/vince/workspace/small_project/src/smallsql/junit/TestDataTypes.java|(3075,279,<68,26>,<77,5>)>,<|file:///C:/Users/vince/workspace/small_project/src/smallsql/junit/TestOperatoren.java|(11380,212,<253,47>,<259,5>),|file:///C:/Users/vince/workspace/small_project/src/smallsql/junit/TestDataTypes.java|(13046,219,<327,47>,<333,5>)>]"
IndexScrollStatus.java,TestScrollable.java,0,[]
ExpressionFunctionDegrees.java,ExpressionFunctionYear.java,0,[]
TestDataTypes.java,TestAlterTable.java,0,[]
ExpressionFunctionRadians.java,ExpressionFunctionATan2.java,0,[]
ExpressionFunctionSqrt.java,ExpressionFunctionUCase.java,0,[]
TestFunctions.java,ExpressionFunctionExp.java,0,[]
ExpressionFunctionRadians.java,ExpressionFunctionExp.java,1,"[<|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/ExpressionFunctionRadians.java|(0,1620,<1,0>,<44,1>),|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/ExpressionFunctionExp.java|(0,1603,<1,0>,<44,1>)>]"
ExpressionArithmetic.java,ExpressionFunction.java,0,[]
TestLanguage.java,TestAlterTable2.java,0,[]
ExpressionFunction.java,ExpressionFunctionUCase.java,0,[]
ExpressionFunctionRepeat.java,TestMoneyRounding.java,0,[]
ExpressionFunctionExp.java,ExpressionFunctionRound.java,0,[]
Utils.java,TestScrollable.java,0,[]
BenchTest.java,TestFunctions.java,0,[]
TestGroupBy.java,TestGroupBy.java,1,"[<|file:///C:/Users/vince/workspace/small_project/src/smallsql/junit/TestGroupBy.java|(5399,452,<168,43>,<179,2>),|file:///C:/Users/vince/workspace/small_project/src/smallsql/junit/TestGroupBy.java|(4295,430,<141,48>,<152,2>)>]"
TestFunctions.java,IndexScrollStatus.java,0,[]
ExpressionFunctionCos.java,ExpressionFunctionYear.java,0,[]
ExpressionFunctionLog.java,ExpressionFunctionMinute.java,0,[]
TestStatement.java,ExpressionFunctionHour.java,0,[]
ExpressionFunctionATan2.java,ExpressionFunction.java,0,[]
TestStatement.java,TestAlterTable.java,0,[]
SSResultSet.java,ExpressionFunctionASin.java,0,[]
SSCallableStatement.java,ExpressionFunctionYear.java,0,[]
TestFunctions.java,BenchTest.java,0,[]
ExpressionFunctionSqrt.java,ExpressionFunctionATan.java,1,"[<|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/ExpressionFunctionSqrt.java|(0,1607,<1,0>,<44,1>),|file:///C:/Users/vince/workspace/small_project/src/smallsql/database/ExpressionFunctionATan.java|(0,1607,<1,0>,<44,1>)>]"
TestOperatoren.java,Language_de.java,0,[]
TestFunctions.java,Index.java,0,[]
TestOrderBy.java,ExpressionFunctionPower.java,0,[]
ExpressionFunctionCeiling.java,ExpressionFunctionMonth.java,0,[]
TestStatement.java,ExpressionFunctionDayOfMonth.java,0,[]
TestStatement.java,IndexDescription.java,0,[]
BasicTestCase.java,ExpressionFunctionTan.java,0,[]
ExpressionFunctionRound.java,ExpressionFunctionDayOfYear.java,0,[]
ExpressionFunctionDayOfYear.java,ExpressionFunctionRepeat.java,0,[]
TableView.java,ExpressionFunctionPower.java,0,[]
ExpressionFunctionYear.java,ExpressionFunctionCos.java,0,[]
SQLTokenizer.java,TestOperatoren.java,0,[]
TestOrderBy.java,TestStatement.java,0,[]
TestOperatoren.java,ExpressionFunctionCase.java,0,[]
ExpressionFunctionMonth.java,ExpressionFunctionUCase.java,0,[]
ExpressionFunctionExp.java,ExpressionFunctionMonth.java,0,[]
Table.java,TestOrderBy.java,0,[]
ExpressionFunctionPower.java,TestTransactions.java,0,[]
BenchTest.java,ExpressionFunction.java,0,[]
TableView.java,TestStatement.java,0,[]
ExpressionFunctionATan2.java,TestFunctions.java,0,[]
TestStatement.java,SSCallableStatement.java,0,[]
TestMoneyRounding.java,TestOperatoren.java,1,"[<|file:///C:/Users/vince/workspace/small_project/src/smallsql/junit/TestOperatoren.java|(5171,279,<95,26>,<104,5>),|file:///C:/Users/vince/workspace/small_project/src/smallsql/junit/TestMoneyRounding.java|(1809,279,<53,26>,<62,5>)>]"
ExpressionFunctionATan2.java,ExpressionFunctionATan2.java,0,[]
TestScrollable.java,ExpressionFunctionATan.java,0,[]
ExpressionFunctionCeiling.java,ExpressionFunctionRound.java,0,[]
Index.java,ExpressionFunctionTruncate.java,0,[]
ExpressionFunctionPower.java,TestGroupBy.java,0,[]
ExpressionFunctionCase.java,TestExceptionMethods.java,0,[]
ExpressionFunctionRepeat.java,MutableNumeric.java,0,[]
SQLTokenizer.java,ExpressionFunctionExp.java,0,[]
Language_de.java,ExpressionFunctionRadians.java,0,[]
ExpressionFunctionMinute.java,TestDataTypes.java,0,[]
TestExceptions.java,TestFunctions.java,1,"[<|file:///C:/Users/vince/workspace/small_project/src/smallsql/junit/TestFunctions.java|(23713,210,<406,47>,<412,5>),|file:///C:/Users/vince/workspace/small_project/src/smallsql/junit/TestExceptions.java|(4815,212,<114,47>,<120,5>)>]"
TestExceptions.java,TestTransactions.java,0,[]
Language_it.java,TestScrollable.java,0,[]
ExpressionFunctionRepeat.java,ExpressionFunctionSin.java,0,[]
TestFunctions.java,TestAlterTable2.java,0,[]
TestOrderBy.java,ExpressionFunctionMinute.java,0,[]
TestDataTypes.java,ExpressionFunctionDayOfYear.java,0,[]
TestLanguage.java,IndexScrollStatus.java,0,[]
ExpressionFunctionHour.java,SSPreparedStatement.java,0,[]
