file1,file2,cloneAmount
SSCallableStatement.java,GroupResult.java,0
ExpressionFunctionRound.java,ExpressionFunctionTan.java,0
Join.java,TransactionStep.java,0
ExpressionFunctionHour.java,ExpressionFunctionDayOfYear.java,0
ExpressionFunctionASin.java,ExpressionFunctionCot.java,0
TestIdentifer.java,Expressions.java,0
ExpressionFunctionDayOfWeek.java,ExpressionFunctionSqrt.java,0
TestIdentifer.java,AllTests.java,0
ForeignKeys.java,TableView.java,0
Language_de.java,MutableDouble.java,0
ExpressionFunctionReturnString.java,ExpressionFunctionCos.java,0
ExpressionFunctionSqrt.java,Table.java,0
TestDataTypes.java,TableResult.java,0
AllTests.java,ExpressionFunctionChar.java,0
SSSavepoint.java,TestDBMetaData.java,0
StorePage.java,CommandSelect.java,0
Store.java,SSCallableStatement.java,0
ExpressionFunctionIIF.java,TestTokenizer.java,0
ExpressionFunctionCeiling.java,MutableLong.java,0
MutableInteger.java,StoreNull.java,0
IndexDescriptions.java,ForeignKeys.java,0
CommandCreateView.java,LongTreeListEnum.java,0
Columns.java,TestOperatoren.java,0
ExpressionFunctionReplace.java,Language_en.java,0
Language.java,StoreNull.java,0
TestDBMetaData.java,ExpressionFunctionLCase.java,0
ExpressionFunctionSin.java,Expressions.java,0
TransactionStep.java,SQLTokenizer.java,0
LongLongList.java,TestIdentifer.java,0
ExpressionFunctionSin.java,AllTests.java,0
ExpressionFunctionPower.java,ExpressionFunctionATan2.java,1
SQLToken.java,SQLParser.java,0
Logger.java,ExpressionName.java,0
Money.java,TestAlterTable2.java,0
ExpressionFunctionMonth.java,ExpressionName.java,0
SQLParser.java,ViewResult.java,0
ExpressionFunctionDayOfMonth.java,CommandLine.java,0
Identity.java,ExpressionFunctionRepeat.java,0
ColumnExpression.java,ExpressionFunctionCeiling.java,0
LongLongList.java,ExpressionFunctionRadians.java,0
ExpressionFunctionATan.java,ExpressionFunctionMod.java,0
TestExceptionMethods.java,IndexScrollStatus.java,0
SmallSQLException.java,TableView.java,0
ExpressionFunctionRepeat.java,CreateFile.java,0
ExpressionFunctionCase.java,TestFunctions.java,0
TestGroupBy.java,TestExceptions.java,0
Column.java,ExpressionFunctionUCase.java,0
ExpressionValue.java,ExpressionFunctionReturnInt.java,0
NoFromResult.java,TestOther.java,0
TestStatement.java,Column.java,0
ExpressionFunctionDayOfYear.java,TestAlterTable2.java,0
SSResultSetMetaData.java,RowSource.java,0
MemoryResult.java,ExpressionFunctionTan.java,0
ExpressionFunctionCase.java,TestThreads.java,0
IndexScrollStatus.java,ExpressionFunctionSign.java,0
ExpressionFunctionCot.java,ExpressionFunctionLog10.java,0
CreateFile.java,ExpressionFunctionLTrim.java,0
LongTreeListEnum.java,ExpressionFunctionReturnInt.java,0
ExpressionFunctionLCase.java,ExpressionFunctionRTrim.java,0
CreateFile.java,ExpressionFunctionLog10.java,0
SQLTokenizer.java,ForeignKeys.java,0
ExpressionFunctionReturnInt.java,ExpressionFunctionLength.java,0
TableView.java,TestDBMetaData.java,0
TransactionStep.java,TestDeleteUpdate.java,0
TableViewResult.java,ExpressionFunctionMod.java,0
LongTreeList.java,StoreNull.java,0
AllTests.java,Command.java,0
ExpressionFunction.java,CommandSelect.java,0
StoreNoCurrentRow.java,ExpressionFunctionBitLen.java,0
ExpressionFunctionSin.java,ExpressionFunctionReturnString.java,0
Column.java,ForeignKey.java,0
ExpressionFunctionLocate.java,BasicTestCase.java,0
ExpressionFunctionCot.java,DataSource.java,0
CommandSelect.java,Language_it.java,0
IndexNodeScrollStatus.java,TestJoins.java,0
ExpressionFunctionCot.java,ExpressionFunctionLTrim.java,0
MemoryStream.java,SSCallableStatement.java,0
TransactionStep.java,ExpressionFunctionTimestampAdd.java,0
ExpressionFunctionMod.java,ExpressionFunctionMinute.java,0
DataSources.java,SSResultSetMetaData.java,0
CreateFile.java,DataSource.java,0
ForeignKey.java,CreateFile.java,0
Identity.java,CommandTable.java,0
IndexNode.java,FileIndex.java,0
ExpressionFunctionBitLen.java,ExpressionFunctionLog10.java,0
ExpressionFunctionPower.java,ExpressionFunctionReturnP1Number.java,0
CommandUpdate.java,ExpressionFunctionDayOfYear.java,0
ExpressionFunctionLog10.java,TestDBMetaData.java,0
ExpressionFunctionLCase.java,ExpressionFunctionReturnFloat.java,0
TestDBMetaData.java,TestLanguage.java,0
StoreImpl.java,TestGroupBy.java,0
ExpressionFunctionLCase.java,Columns.java,0
TestDeleteUpdate.java,ExpressionFunctionDifference.java,0
SSPreparedStatement.java,Strings.java,0
ExpressionInSelect.java,ExpressionFunctionReturnInt.java,0
CommandSet.java,GroupResult.java,0
ExpressionFunctionBitLen.java,DataSource.java,0
ExpressionFunctionAscii.java,TestGroupBy.java,0
JoinScroll.java,Where.java,0
TestJoins.java,TestFunctions.java,1
ExpressionFunctionTan.java,Logger.java,0
CommandSelect.java,ExpressionFunctionCharLen.java,0
ExpressionFunctionBitLen.java,ExpressionFunctionLTrim.java,0
TestMoneyRounding.java,CommandInsert.java,0
Language_en.java,CommandSelect.java,0
ExpressionFunctionDifference.java,MutableLong.java,0
SSCallableStatement.java,ExpressionFunctionPower.java,0
ExpressionFunctionYear.java,TestScrollable.java,0
ExpressionFunctionRTrim.java,Utils.java,0
BasicTestCase.java,ExpressionFunctionATan2.java,0
Utils.java,ExpressionFunctionCos.java,0
Columns.java,ExpressionFunctionExp.java,0
Index.java,ExpressionFunctionSin.java,0
ExpressionFunctionUCase.java,IndexScrollStatus.java,0
TestIdentifer.java,ExpressionFunctionReturnString.java,0
SSCallableStatement.java,DataSources.java,0
ExpressionFunctionCos.java,Where.java,0
ExpressionFunctionRight.java,ExpressionFunctionReturnFloat.java,0
TestOrderBy.java,TestDBMetaData.java,0
ExpressionFunctionReturnInt.java,IndexNode.java,0
ExpressionFunctionCos.java,ExpressionFunctionPower.java,0
Strings.java,BasicTestCase.java,0
Money.java,ExpressionFunctionChar.java,0
ExpressionFunctionCot.java,ExpressionFunctionTruncate.java,0
JoinScroll.java,DataSources.java,0
SQLParser.java,TestScrollable.java,0
ExpressionName.java,ExpressionFunctionBitLen.java,0
ExpressionFunctionHour.java,Lobs.java,0
TestDataTypes.java,ExpressionFunctionATan.java,0
ExpressionFunctionATan.java,ExpressionName.java,0
TestFunctions.java,ExpressionFunctionHour.java,0
Lobs.java,StoreNoCurrentRow.java,0
ForeignKeys.java,TestOther.java,0
SSResultSet.java,ExpressionFunctionTimestampDiff.java,0
BasicTestCase.java,ExpressionFunctionDegrees.java,0
SmallSQLException.java,SSSavepoint.java,0
Mutable.java,MutableFloat.java,0
Logger.java,ExpressionFunctionMod.java,0
ExpressionFunctionDayOfYear.java,ExpressionFunctionChar.java,0
ExpressionFunctionReturnString.java,ExpressionFunctionReplace.java,0
ExpressionFunctionMonth.java,ExpressionFunctionMod.java,0
MemoryResult.java,CommandTable.java,0
MutableFloat.java,TestTokenizer.java,0
ExpressionFunctionFloor.java,ExpressionFunctionAscii.java,0
ExpressionFunctionReturnString.java,Expression.java,0
StoreImpl.java,Identity.java,0
SSCallableStatement.java,Where.java,0
ExpressionFunctionCos.java,DataSources.java,0
Language_it.java,Strings.java,0
ExpressionFunctionRight.java,Columns.java,0
TestIdentifer.java,ExpressionFunction.java,0
ExpressionFunctionAscii.java,Identity.java,0
TestStatement.java,MemoryResult.java,0
JoinScroll.java,ExpressionFunctionPower.java,0
ExpressionFunctionRTrim.java,Language.java,0
CreateFile.java,ExpressionFunctionTruncate.java,0
DataSource.java,ExpressionFunctionTimestampDiff.java,0
AllTests.java,TestAlterTable2.java,0
IndexNodeScrollStatus.java,TableViewMap.java,0
ExpressionFunctionTan.java,SmallSQLException.java,0
ColumnExpression.java,ExpressionFunctionLocate.java,0
StorePageLink.java,ExpressionFunctionTimestampAdd.java,0
Column.java,ExpressionFunctionRadians.java,0
StorePageLink.java,TestDeleteUpdate.java,0
ExpressionFunctionRepeat.java,SQLParser.java,0
SmallSQLException.java,TestOther.java,0
ExpressionFunctionReturnString.java,ExpressionFunctionDayOfMonth.java,0
ForeignKeys.java,SSSavepoint.java,0
Column.java,TestIdentifer.java,0
ExpressionFunctionReturnInt.java,ExpressionArithmetic.java,0
SQLToken.java,CreateFile.java,0
ExpressionFunctionBitLen.java,ExpressionFunctionTruncate.java,0
ExpressionFunctionRound.java,CommandTable.java,0
StoreNull.java,StorePage.java,0
ExpressionFunctionRight.java,ExpressionFunctionRTrim.java,0
ExpressionFunctionMinute.java,LongTreeList.java,0
NoFromResult.java,TableView.java,0
StoreImpl.java,ExpressionFunctionSubstring.java,0
ExpressionFunctionASin.java,Database.java,0
Distinct.java,ExpressionFunctionAscii.java,0
ExpressionFunctionSin.java,ExpressionFunction.java,0
LongLongList.java,ExpressionFunctionUCase.java,0
ExpressionFunctionAscii.java,ExpressionFunctionSubstring.java,0
TestTransactions.java,ExpressionFunctionCot.java,0
TestLanguage.java,ExpressionFunctionInsert.java,0
SSResultSet.java,ExpressionFunctionReturnP1.java,0
MutableFloat.java,ForeignKey.java,0
SSResultSetMetaData.java,Lobs.java,0
IndexNodeScrollStatus.java,ExpressionFunctionLeft.java,0
IndexScrollStatus.java,ExpressionFunctionCos.java,0
DataSource.java,ExpressionFunctionReturnP1.java,0
MutableDouble.java,ExpressionFunctionPower.java,0
MemoryStream.java,TableStorePage.java,0
RowSource.java,ColumnExpression.java,0
ExpressionFunctionLog10.java,Distinct.java,0
ExpressionFunctionDifference.java,ViewResult.java,0
NoFromResult.java,Expressions.java,0
ExpressionFunctionLog.java,StoreNoCurrentRow.java,0
TableViewResult.java,ExpressionFunctionATan2.java,0
NoFromResult.java,AllTests.java,0
SmallSQLException.java,ExpressionFunction.java,0
Store.java,ExpressionFunctionRound.java,0
ExpressionFunctionASin.java,Language_it.java,0
AllTests.java,TestThreads.java,0
MutableDouble.java,DataSources.java,0
TestIdentifer.java,SSSavepoint.java,0
MutableLong.java,BasicTestCase.java,0
ExpressionFunctionBitLen.java,StoreNull.java,0
ExpressionFunctionSubstring.java,DateTime.java,0
CommandCreateDatabase.java,BasicTestCase.java,0
ExpressionFunctionRand.java,ExpressionFunctionConvert.java,0
AllTests.java,TestFunctions.java,0
ExpressionFunctionLTrim.java,LongList.java,0
Distinct.java,FileIndexNode.java,0
ExpressionFunctionDegrees.java,Where.java,0
SSConnection.java,IndexDescriptions.java,0
ExpressionFunctionSin.java,TestOther.java,0
IndexDescription.java,SQLTokenizer.java,0
Identity.java,CommandDrop.java,0
ExpressionFunctionSign.java,CommandUpdate.java,0
CommandTable.java,ExpressionFunctionRight.java,0
SSDriver.java,StorePage.java,0
TestThreads.java,ExpressionFunctionPower.java,0
ExpressionFunctionCase.java,ExpressionFunctionChar.java,0
ExpressionFunctionDayOfMonth.java,TestOperatoren.java,0
ExpressionFunctionRTrim.java,StorePageMap.java,0
Where.java,ExpressionFunctionFloor.java,0
LongTreeList.java,ExpressionFunctionLTrim.java,0
TestDBMetaData.java,MutableNumeric.java,0
ExpressionFunctionSin.java,SSSavepoint.java,0
CreateFile.java,StoreNull.java,0
BasicTestCase.java,ExpressionFunctionMod.java,0
TestIdentifer.java,TestOther.java,0
TestDeleteUpdate.java,View.java,0
ExpressionFunctionFloor.java,FileIndexNode.java,0
ExpressionFunctionPI.java,ForeignKeys.java,0
TestThreads.java,DataSources.java,0
ExpressionFunctionMinute.java,TestExceptions.java,0
ExpressionFunctionCot.java,StoreNull.java,0
ColumnExpression.java,ExpressionFunctionIIF.java,0
ExpressionFunctionRight.java,ExpressionFunctionACos.java,0
MemoryStream.java,ExpressionFunctionMonth.java,0
CommandCreateView.java,CommandDelete.java,0
View.java,CommandSet.java,0
LongTreeList.java,ExpressionFunctionLog10.java,0
ExpressionFunctionReturnString.java,ExpressionFunctionSign.java,0
Columns.java,CommandLine.java,0
ExpressionFunctionMonth.java,ExpressionFunctionDegrees.java,0
LongTreeList.java,DataSource.java,0
StorePage.java,TableStorePageInsert.java,0
TableView.java,Distinct.java,0
Language_de.java,StorePage.java,0
ExpressionFunctionASin.java,ExpressionFunctionCharLen.java,0
Logger.java,ExpressionFunctionDegrees.java,0
ForeignKeys.java,ExpressionFunction.java,0
TestOther.java,IndexDescriptions.java,0
Scrollable.java,TestStatement.java,0
ExpressionFunctionLCase.java,ExpressionFunctionACos.java,0
ExpressionFunctionMonth.java,ExpressionFunctionATan2.java,0
ExpressionFunctionFloor.java,TestOrderBy.java,0
MutableNumeric.java,ExpressionFunctionFloor.java,0
Logger.java,ExpressionFunctionATan2.java,0
AllTests.java,MutableInteger.java,0
ExpressionFunctionCeiling.java,TestScrollable.java,0
IndexNodeScrollStatus.java,ExpressionFunctionCase.java,0
TestThreads.java,Where.java,0
ExpressionFunctionExp.java,CommandCreateDatabase.java,0
ForeignKeys.java,ExpressionFunctionReturnString.java,0
ExpressionFunctionRound.java,CommandDrop.java,0
Columns.java,LongLongList.java,0
SSDatabaseMetaData.java,TestDeleteUpdate.java,0
RowSource.java,BenchTest.java,0
ExpressionFunctionSqrt.java,CommandSelect.java,0
ExpressionFunctionReturnP1StringAndBinary.java,MutableFloat.java,0
TestDataTypes.java,MemoryResult.java,0
CommandSet.java,ExpressionFunctionLog.java,0
SSDatabaseMetaData.java,ExpressionFunctionTimestampAdd.java,0
TestStatement.java,ExpressionFunctionATan.java,0
CommandUpdate.java,RowSource.java,0
StorePage.java,Table.java,0
Column.java,TestTokenizer.java,0
ExpressionFunctionConvert.java,ExpressionFunctionBitLen.java,0
ExpressionFunctionSoundex.java,ExpressionFunctionDayOfWeek.java,0
TestFunctions.java,ExpressionFunctionASin.java,0
ExpressionFunctionPower.java,IndexScrollStatus.java,0
ColumnExpression.java,UnionAll.java,0
CommandUpdate.java,StoreImpl.java,0
Distinct.java,TestOrderBy.java,0
ExpressionFunctionTan.java,SSDatabaseMetaData.java,0
ExpressionFunctionReturnString.java,NoFromResult.java,0
MutableDouble.java,Where.java,0
TableViewMap.java,ForeignKeys.java,0
NoFromResult.java,ExpressionFunctionSpace.java,0
TestDBMetaData.java,SSPreparedStatement.java,0
Table.java,SSResultSetMetaData.java,0
ExpressionFunctionReturnP1Number.java,ExpressionFunctionTimestampAdd.java,0
TableStorePage.java,BasicTestCase.java,0
ExpressionFunctionReturnP1Number.java,TestDeleteUpdate.java,0
TableViewResult.java,ExpressionFunctionDegrees.java,0
CommandSelect.java,Database.java,0
RowSource.java,Index.java,0
ExpressionFunctionDegrees.java,ExpressionFunctionPower.java,0
TestAlterTable.java,SQLTokenizer.java,0
TestLanguage.java,StorePageLink.java,0
ExpressionFunctionUCase.java,ExpressionFunctionReturnP1Number.java,0
ExpressionFunctionReturnInt.java,ExpressionFunctionPI.java,0
CommandCreateView.java,SSConnection.java,0
LongTreeList.java,ExpressionFunctionTruncate.java,0
ExpressionFunctionReturnP1.java,DateTime.java,0
SmallSQLException.java,ExpressionFunctionReturnString.java,0
CommandTable.java,SSDriver.java,0
TestOrderBy.java,Distinct.java,0
MemoryResult.java,CommandDrop.java,0
UnionAll.java,ExpressionFunctionSin.java,0
ExpressionFunctionLTrim.java,MemoryStream.java,0
ExpressionFunctionIIF.java,ExpressionFunctionUCase.java,0
MutableFloat.java,TestIdentifer.java,0
TestTokenizer.java,CommandSet.java,0
CommandDrop.java,TestDataTypes.java,0
TestDeleteUpdate.java,SortedResult.java,0
ExpressionFunctionRTrim.java,ExpressionFunctionAbs.java,0
TestAlterTable2.java,MutableDouble.java,0
TestLanguage.java,TransactionStep.java,0
ExpressionFunctionMinute.java,Language_en.java,0
MutableFloat.java,ExpressionFunctionRadians.java,0
ExpressionFunctionDegrees.java,DataSources.java,0
ExpressionFunctionDayOfYear.java,TestThreads.java,0
IndexScrollStatus.java,ExpressionFunctionReplace.java,0
NoFromResult.java,ExpressionFunction.java,0
SortedResult.java,TestDataTypes.java,0
ExpressionFunctionCase.java,TestAlterTable2.java,0
ExpressionFunctionLTrim.java,IndexDescriptions.java,0
SmallSQLException.java,Expressions.java,0
Utils.java,NoFromResult.java,0
TestTransactions.java,ExpressionFunctionCharLen.java,0
ExpressionFunctionSin.java,TableView.java,0
TestResultSet.java,TestDBMetaData.java,0
Money.java,TestThreads.java,0
ExpressionFunctionDegrees.java,GroupResult.java,0
ExpressionFunctionSign.java,CommandCreateDatabase.java,0
FileIndexNode.java,ExpressionFunctionLTrim.java,0
LongList.java,TestDataTypes.java,0
CommandInsert.java,Language_en.java,0
ExpressionFunction.java,Table.java,0
ExpressionFunctionRand.java,ColumnExpression.java,0
IndexScrollStatus.java,Expression.java,0
ExpressionFunctionReturnP1Number.java,SQLTokenizer.java,0
ExpressionFunctionReturnP1.java,ExpressionFunctionSubstring.java,0
RowSource.java,ExpressionFunctionConvert.java,0
Language.java,ExpressionFunctionTruncate.java,0
ExpressionFunctionIIF.java,ForeignKey.java,0
ExpressionFunctionRTrim.java,SSResultSet.java,0
CommandTable.java,Language_de.java,0
FileIndexNode.java,ExpressionFunctionLog10.java,0
ExpressionFunctionHour.java,StoreImpl.java,0
SSPreparedStatement.java,ExpressionFunctionMinute.java,0
SSResultSetMetaData.java,ExpressionFunctionDayOfYear.java,0
BasicTestCase.java,ExpressionName.java,0
SmallSQLException.java,AllTests.java,0
SSConnection.java,LongList.java,0
TestAlterTable.java,ExpressionFunctionTimestampAdd.java,0
StoreNull.java,MutableDouble.java,0
ExpressionFunctionDayOfYear.java,TestFunctions.java,0
TestAlterTable.java,TestDeleteUpdate.java,0
FileIndexNode.java,DataSource.java,0
Money.java,TestFunctions.java,0
ViewResult.java,BasicTestCase.java,0
TestStatement.java,ExpressionFunctionSoundex.java,0
ForeignKeys.java,Expressions.java,0
ExpressionFunctionLeft.java,TestMoneyRounding.java,0
ExpressionFunctionATan2.java,CommandInsert.java,0
IndexScrollStatus.java,ExpressionFunctionDayOfMonth.java,0
Language_en.java,Table.java,0
IndexNode.java,StoreNoCurrentRow.java,0
TestOther.java,LongList.java,0
SSDatabaseMetaData.java,SQLTokenizer.java,0
SSCallableStatement.java,ExpressionFunctionLog.java,0
ExpressionFunctionReturnP1.java,Identity.java,0
TestGroupBy.java,LongTreeList.java,0
ExpressionFunctionRadians.java,ExpressionFunctionExp.java,1
MutableInteger.java,ExpressionFunctionTruncate.java,0
TestTransactions.java,Language_it.java,0
ExpressionFunctionMod.java,Strings.java,0
ColumnExpression.java,SSStatement.java,0
GroupResult.java,TestOrderBy.java,0
ExpressionFunctionDifference.java,TestScrollable.java,0
TestJoins.java,ExpressionFunctionSqrt.java,0
ExpressionFunctionYear.java,MutableLong.java,0
TestExceptionMethods.java,ExpressionFunctionReturnP1Number.java,0
ForeignKeys.java,AllTests.java,0
TestIdentifer.java,TableView.java,0
TestDeleteUpdate.java,TestExceptionMethods.java,0
ExpressionFunctionSubstring.java,TestGroupBy.java,0
ExpressionFunctionHour.java,RowSource.java,0
ForeignKeys.java,ExpressionFunctionSpace.java,0
SQLParser.java,MutableLong.java,0
ExpressionFunctionReturnP1.java,TestGroupBy.java,0
LongLongList.java,TestTokenizer.java,0
ExpressionFunctionSubstring.java,Identity.java,0
TestScrollable.java,ExpressionFunctionReturnInt.java,0
Money.java,MutableInteger.java,0
TestJoins.java,TestMoneyRounding.java,0
Utils.java,ExpressionFunctionSign.java,0
ExpressionFunctionTimestampDiff.java,ExpressionFunctionYear.java,0
CommandInsert.java,TestExceptions.java,0
TestStatement.java,TableResult.java,0
IndexDescription.java,ExpressionFunctionTimestampAdd.java,0
IndexDescription.java,TestDeleteUpdate.java,0
Language.java,DataSource.java,0
GroupResult.java,FileIndexNode.java,0
TestOther.java,MemoryStream.java,0
Language.java,ExpressionFunctionLTrim.java,0
Table.java,Scrollable.java,0
ExpressionFunctionReturnFloat.java,ExpressionFunctionAscii.java,0
StorePageMap.java,Columns.java,0
Store.java,TableStorePage.java,0
TestDBMetaData.java,ExpressionFunctionReturnP1StringAndBinary.java,0
Language_en.java,TableStorePageInsert.java,0
Lobs.java,FileIndex.java,0
Index.java,ExpressionFunctionDayOfWeek.java,0
ExpressionFunctionDayOfYear.java,MutableInteger.java,0
StorePageMap.java,ExpressionFunctionReturnFloat.java,0
CommandSelect.java,ExpressionFunctionCot.java,0
ExpressionFunctionLeft.java,ExpressionFunctionSqrt.java,0
FileIndexNode.java,ExpressionFunctionTruncate.java,0
TableResult.java,ExpressionFunctionYear.java,0
ExpressionFunctionRand.java,BenchTest.java,0
JoinScroll.java,ExpressionFunctionLog.java,0
Language.java,ExpressionFunctionLog10.java,0
Table.java,SQLToken.java,0
TestThreads.java,GroupResult.java,0
MemoryStream.java,ExpressionFunctionRound.java,0
ExpressionFunctionReplace.java,LongTreeList.java,0
MutableInteger.java,ExpressionFunctionLog10.java,0
Store.java,ExpressionFunctionMonth.java,0
SSSavepoint.java,Distinct.java,0
DataSource.java,CommandCreateView.java,0
ExpressionFunctionSubstring.java,ExpressionFunctionSubstring.java,0
MutableInteger.java,DataSource.java,0
SSResultSet.java,CommandCreateView.java,0
CommandTable.java,IndexNodeScrollStatus.java,0
TestDataTypes.java,Column.java,0
ExpressionFunctionCeiling.java,ViewResult.java,0
MutableDouble.java,GroupResult.java,0
TestFunctions.java,TestAlterTable.java,0
ExpressionFunctionCase.java,Command.java,0
NoFromResult.java,ExpressionFunctionReturnString.java,0
ExpressionFunctionDayOfMonth.java,ExpressionFunctionExp.java,0
SmallSQLException.java,ExpressionFunctionSpace.java,0
ExpressionFunctionRand.java,Index.java,0
ExpressionFunctionExp.java,CommandUpdate.java,0
SSConnection.java,MemoryStream.java,0
ExpressionFunctionATan.java,ExpressionFunctionATan2.java,0
ExpressionFunctionAbs.java,CommandInsert.java,0
MutableFloat.java,ExpressionFunctionUCase.java,0
ExpressionFunctionIIF.java,TestIdentifer.java,0
ExpressionFunctionIIF.java,ExpressionFunctionRadians.java,0
StorePageMap.java,ExpressionFunctionRTrim.java,0
Language_it.java,ExpressionFunctionMinute.java,0
TestFunctions.java,IndexDescription.java,0
MutableInteger.java,ExpressionFunctionLTrim.java,0
ExpressionFunction.java,TableStorePageInsert.java,0
IndexDescriptions.java,ExpressionFunctionHour.java,0
TestTokenizer.java,TestResultSet.java,0
ExpressionFunctionReturnString.java,Logger.java,0
ExpressionFunctionRound.java,MemoryStream.java,0
TestDataTypes.java,ExpressionFunctionExp.java,0
ExpressionFunctionTruncate.java,TestTokenizer.java,0
TestThreads.java,ExpressionFunctionSqrt.java,0
ExpressionFunctionCot.java,Join.java,0
ExpressionFunctionReturnP1StringAndBinary.java,SortedResult.java,0
ExpressionFunctionSpace.java,TestTokenizer.java,0
CommandLine.java,ExpressionFunctionLCase.java,0
TableViewMap.java,IndexDescription.java,0
ExpressionFunctionDayOfMonth.java,Column.java,0
ExpressionFunctionAbs.java,BasicTestCase.java,0
DataSources.java,ExpressionFunctionLocate.java,0
Language_en.java,ExpressionFunctionDegrees.java,0
ExpressionFunctionDifference.java,CommandCreateDatabase.java,0
ExpressionFunctionLeft.java,GroupResult.java,0
ExpressionFunctionLCase.java,LongTreeListEnum.java,0
ExpressionFunctionSqrt.java,ExpressionFunctionMod.java,0
ExpressionFunctionAscii.java,SSCallableStatement.java,0
TestStatement.java,CommandLine.java,0
ExpressionFunctionLog.java,ExpressionFunctionDayOfYear.java,0
Lobs.java,StoreImpl.java,0
ExpressionFunctionConvert.java,Language_de.java,0
StoreImpl.java,SSCallableStatement.java,0
CreateFile.java,Join.java,0
TableViewMap.java,TestAlterTable.java,0
ExpressionFunctionACos.java,TestTokenizer.java,0
Identity.java,LongList.java,0
IndexNode.java,Lobs.java,0
ForeignKey.java,ExpressionFunctionYear.java,0
ExpressionFunctionRand.java,IndexScrollStatus.java,0
ExpressionFunctionReturnP1.java,ExpressionFunctionRound.java,0
Where.java,Database.java,0
Join.java,ExpressionFunctionTimestampAdd.java,0
MemoryStream.java,TestGroupBy.java,0
Table.java,ExpressionFunctionIIF.java,0
ExpressionFunctionATan.java,Table.java,0
ExpressionFunctionSign.java,TestScrollable.java,0
SSSavepoint.java,ExpressionFunctionCase.java,0
ExpressionFunctionReturnFloat.java,ExpressionValue.java,0
TestResultSet.java,TestJoins.java,0
MutableDouble.java,ExpressionFunctionSqrt.java,0
ExpressionFunctionLength.java,TestIdentifer.java,0
TestGroupBy.java,ExpressionFunctionAbs.java,0
ExpressionFunctionBitLen.java,Join.java,0
TestOperatoren.java,TestLanguage.java,0
TestDeleteUpdate.java,MutableFloat.java,0
ExpressionFunctionChar.java,Store.java,0
SSPreparedStatement.java,ExpressionFunctionSin.java,0
CommandInsert.java,Language.java,0
StoreNull.java,ExpressionFunctionSpace.java,0
Lobs.java,RowSource.java,0
ExpressionFunctionReplace.java,StorePageMap.java,0
Join.java,TestDeleteUpdate.java,0
ExpressionFunction.java,ExpressionFunctionDegrees.java,0
ExpressionFunctionDegrees.java,TestMoneyRounding.java,0
Command.java,SQLParser.java,0
MemoryResult.java,MemoryStream.java,0
ExpressionFunctionLTrim.java,CommandDrop.java,0
TestAlterTable2.java,ExpressionFunction.java,0
GroupResult.java,Money.java,0
Index.java,Strings.java,0
ExpressionFunctionLength.java,ExpressionFunctionRadians.java,0
StorePageMap.java,CommandDelete.java,0
SmallSQLException.java,MutableDouble.java,0
ExpressionFunctionPI.java,IndexDescription.java,0
View.java,TestResultSet.java,0
SSStatement.java,ExpressionFunctionPI.java,0
ExpressionFunctionExp.java,ViewResult.java,0
MemoryStream.java,Identity.java,0
SSResultSet.java,TableViewResult.java,0
ExpressionFunctionCeiling.java,CommandUpdate.java,0
ViewResult.java,CommandInsert.java,0
StoreNull.java,Expressions.java,0
ExpressionFunctionSubstring.java,ExpressionFunctionRound.java,0
StoreNull.java,AllTests.java,0
CommandInsert.java,Utils.java,0
ExpressionFunctionPower.java,ExpressionFunctionConvert.java,0
ExpressionFunction.java,ExpressionFunctionATan2.java,0
ExpressionFunctionReturnString.java,SmallSQLException.java,0
ExpressionFunctionLength.java,ForeignKey.java,0
ExpressionFunctionPI.java,TestAlterTable.java,0
TestScrollable.java,TestTransactions.java,0
Store.java,DateTime.java,0
DataSource.java,TableViewResult.java,0
MemoryResult.java,LongList.java,0
Mutable.java,ExpressionFunctionDifference.java,0
ExpressionFunctionInsert.java,ExpressionFunctionHour.java,0
ExpressionFunctionHour.java,FileIndex.java,0
ExpressionFunctionMod.java,ExpressionFunctionDayOfWeek.java,0
MutableDouble.java,TestMoneyRounding.java,0
ExpressionFunctionTan.java,ExpressionFunctionDayOfMonth.java,0
SQLToken.java,ExpressionFunctionYear.java,0
TestResultSet.java,TableViewMap.java,0
Language_it.java,ExpressionFunctionSin.java,0
MutableNumeric.java,Database.java,0
TestAlterTable2.java,ExpressionFunctionReturnString.java,0
TestScrollable.java,JoinScroll.java,0
ExpressionFunctionReturnP1StringAndBinary.java,View.java,0
Money.java,ExpressionFunctionRand.java,0
ExpressionFunctionATan2.java,BasicTestCase.java,0
ExpressionFunctionDayOfYear.java,ExpressionFunctionRand.java,0
TestTransactions.java,TestStatement.java,0
ExpressionFunctionATan.java,TableStorePageInsert.java,0
BasicTestCase.java,CommandSelect.java,0
SSSavepoint.java,ExpressionFunctionLeft.java,0
AllTests.java,ExpressionInSelect.java,0
ExpressionFunctionDayOfYear.java,ExpressionFunctionOctetLen.java,0
TestThreads.java,TestMoneyRounding.java,0
MemoryStream.java,ExpressionFunctionSubstring.java,0
ExpressionFunctionConvert.java,IndexNodeScrollStatus.java,0
ExpressionFunctionTan.java,ExpressionFunctionReplace.java,0
Language_de.java,TableView.java,0
ForeignKeys.java,MutableDouble.java,0
ExpressionFunctionDayOfWeek.java,ExpressionFunctionLog.java,0
TestExceptions.java,TestTokenizer.java,0
Identity.java,MemoryStream.java,0
StorePageMap.java,SSConnection.java,0
