file1,file2,cloneAmount
ExpressionFunctionCeiling.java,TableViewResult.java,0
TestScrollable.java,NoFromResult.java,0
DataSource.java,CommandUpdate.java,0
CommandSelect.java,ExpressionFunctionPI.java,0
ExpressionFunctionReturnP1StringAndBinary.java,SQLToken.java,0
ExpressionValue.java,ExpressionFunctionReplace.java,0
ColumnExpression.java,TestExceptionMethods.java,0
CommandLine.java,GroupResult.java,0
ExpressionFunctionRound.java,TestIdentifer.java,0
ExpressionFunctionReturnInt.java,Database.java,0
RowSource.java,TestOperatoren.java,0
GroupResult.java,FileIndex.java,0
MutableInteger.java,TestAlterTable2.java,0
SSResultSet.java,CommandUpdate.java,0
LongList.java,ExpressionFunctionDayOfWeek.java,0
Column.java,CommandTable.java,0
TestOperatoren.java,DataSources.java,0
TestDeleteUpdate.java,SSStatement.java,0
SortedResult.java,ExpressionFunctionDayOfWeek.java,0
FileIndexNode.java,Command.java,0
ExpressionFunctionASin.java,ExpressionArithmetic.java,0
TableViewMap.java,ExpressionFunctionRound.java,0
Identity.java,ForeignKey.java,0
TableViewResult.java,TableView.java,0
ExpressionFunctionExp.java,CommandCreateView.java,0
TestOperatoren.java,ExpressionFunctionPower.java,0
ExpressionFunctionRound.java,ExpressionFunctionRadians.java,0
ExpressionFunction.java,StorePage.java,0
TestFunctions.java,TestGroupBy.java,0
Lobs.java,FileIndexNode.java,0
ExpressionFunctionUCase.java,ExpressionFunctionATan.java,0
ExpressionValue.java,Expression.java,0
ExpressionFunctionReturnP1StringAndBinary.java,Scrollable.java,0
ExpressionFunctionLCase.java,StorePageMap.java,0
TestTokenizer.java,MutableLong.java,0
ExpressionFunctionLeft.java,ExpressionFunctionLCase.java,0
SSPreparedStatement.java,JoinScrollIndex.java,0
Expressions.java,TestDBMetaData.java,0
ExpressionFunctionMinute.java,CommandDelete.java,0
LongTreeList.java,ExpressionFunctionChar.java,0
ForeignKeys.java,ExpressionName.java,0
ExpressionFunctionRound.java,ForeignKey.java,0
ExpressionFunctionAscii.java,ExpressionFunctionHour.java,0
StoreNull.java,CommandSelect.java,0
LongLongList.java,ExpressionFunctionRepeat.java,0
ExpressionFunctionRight.java,StorePageMap.java,0
ExpressionFunctionRTrim.java,ExpressionFunctionACos.java,0
ExpressionFunctionASin.java,ExpressionFunctionLength.java,0
MutableInteger.java,Command.java,0
TestJoins.java,ExpressionFunctionLCase.java,0
ExpressionFunctionCase.java,ExpressionFunctionLTrim.java,0
StoreImpl.java,ExpressionFunctionHour.java,0
NoFromResult.java,ExpressionFunctionMod.java,0
Store.java,ForeignKeys.java,0
Lobs.java,TestOrderBy.java,0
Identity.java,TestIdentifer.java,0
CommandCreateView.java,TestExceptions.java,0
Language_it.java,JoinScrollIndex.java,0
TestDataTypes.java,IndexScrollStatus.java,0
ExpressionFunctionCase.java,DataSource.java,0
IndexDescriptions.java,SSCallableStatement.java,0
Strings.java,ExpressionFunctionTimestampAdd.java,0
TestFunctions.java,Identity.java,0
LongTreeListEnum.java,ExpressionFunctionCos.java,0
Strings.java,TestDeleteUpdate.java,0
ExpressionFunctionHour.java,Money.java,0
ExpressionFunctionCase.java,ExpressionFunctionLog10.java,0
Identity.java,ExpressionFunctionRadians.java,0
ExpressionFunctionDayOfMonth.java,BenchTest.java,0
TestOperatoren.java,Where.java,0
ExpressionFunctionATan.java,TestOther.java,0
FileIndexNode.java,TestAlterTable2.java,0
TestGroupBy.java,LongTreeListEnum.java,0
BasicTestCase.java,Expressions.java,0
ExpressionFunctionCharLen.java,TestStatement.java,0
View.java,MutableLong.java,0
ExpressionFunctionRadians.java,SQLTokenizer.java,0
TestExceptionMethods.java,TableResult.java,0
MemoryResult.java,ForeignKey.java,0
ExpressionFunctionMonth.java,TableView.java,0
ExpressionFunctionSubstring.java,TestAlterTable.java,0
CommandTable.java,CreateFile.java,0
SSResultSetMetaData.java,ExpressionValue.java,0
ExpressionFunctionRand.java,ExpressionFunctionExp.java,0
TestFunctions.java,ExpressionFunctionSubstring.java,0
ExpressionFunctionDayOfMonth.java,Index.java,0
BasicTestCase.java,AllTests.java,0
SmallSQLException.java,ExpressionName.java,0
ExpressionFunctionATan.java,SSSavepoint.java,0
Index.java,TestDataTypes.java,0
ExpressionFunctionPower.java,MemoryResult.java,0
ExpressionInSelect.java,ExpressionFunctionCos.java,0
Language.java,Command.java,0
Logger.java,TableView.java,0
Database.java,TableViewMap.java,0
TestScrollable.java,ExpressionFunctionSign.java,0
ExpressionFunctionLength.java,LongList.java,0
ExpressionFunctionLCase.java,ExpressionFunctionAbs.java,0
ExpressionFunctionPI.java,ExpressionFunctionRound.java,0
TestLanguage.java,CommandInsert.java,0
ExpressionFunctionSubstring.java,IndexDescription.java,0
Utils.java,ExpressionFunctionReturnInt.java,0
StorePageLink.java,BasicTestCase.java,0
BasicTestCase.java,ExpressionFunctionReturnString.java,0
DataSource.java,CommandCreateDatabase.java,0
SSDriver.java,Table.java,0
TestJoins.java,TestLanguage.java,0
ExpressionFunctionIIF.java,CommandDrop.java,0
ExpressionFunctionDayOfMonth.java,ExpressionFunctionConvert.java,0
LongTreeList.java,Command.java,0
StoreNoCurrentRow.java,ExpressionFunctionYear.java,0
ExpressionFunctionLCase.java,SSResultSet.java,0
TestTransactions.java,ExpressionArithmetic.java,0
MutableInteger.java,ExpressionFunctionChar.java,0
ExpressionFunctionRadians.java,TestDeleteUpdate.java,0
JoinScrollIndex.java,ExpressionFunctionCase.java,0
ExpressionFunctionReturnP1StringAndBinary.java,SSResultSetMetaData.java,0
SQLTokenizer.java,SSCallableStatement.java,0
ExpressionFunctionSqrt.java,MutableDouble.java,0
ExpressionFunctionReturnString.java,ExpressionFunctionReturnInt.java,0
ExpressionFunctionAbs.java,ExpressionFunctionInsert.java,0
MemoryStream.java,ForeignKeys.java,0
TableViewResult.java,SSSavepoint.java,0
SSResultSet.java,CommandCreateDatabase.java,0
MemoryResult.java,ExpressionFunctionUCase.java,0
AllTests.java,StoreNull.java,0
Language_de.java,Table.java,0
SQLParser.java,CommandSet.java,0
ExpressionFunctionBitLen.java,TestFunctions.java,0
ExpressionFunctionBitLen.java,TestThreads.java,0
ExpressionFunctionPI.java,ExpressionFunctionMonth.java,0
ExpressionFunctionReturnInt.java,ExpressionFunctionCot.java,0
TestFunctions.java,DateTime.java,0
TestIdentifer.java,ExpressionFunctionATan2.java,0
Column.java,ExpressionFunctionTan.java,0
SSResultSetMetaData.java,Mutable.java,0
ExpressionFunctionRadians.java,ExpressionFunctionTimestampAdd.java,0
ExpressionFunctionATan2.java,StorePageLink.java,0
TableViewResult.java,TestOther.java,0
ExpressionFunctionUCase.java,TableResult.java,0
ExpressionFunctionPI.java,TableStorePage.java,0
ExpressionFunctionSin.java,ExpressionFunctionATan2.java,0
TestAlterTable2.java,CommandSelect.java,0
ExpressionValue.java,ExpressionFunctionCos.java,0
ExpressionFunctionTimestampAdd.java,ExpressionFunctionLeft.java,0
CreateFile.java,TestFunctions.java,0
Strings.java,SQLTokenizer.java,0
ExpressionFunctionRand.java,TestOperatoren.java,0
CommandInsert.java,CommandDelete.java,0
ColumnExpression.java,View.java,0
CreateFile.java,TestThreads.java,0
CommandLine.java,Where.java,0
ExpressionFunctionRound.java,ExpressionFunctionUCase.java,0
ExpressionFunctionCot.java,TestFunctions.java,0
ExpressionFunctionCot.java,TestThreads.java,0
Table.java,MutableFloat.java,0
IndexNode.java,ExpressionFunctionAscii.java,0
StorePageMap.java,Language.java,0
LongLongList.java,CommandTable.java,0
TestTransactions.java,IndexNode.java,0
ExpressionFunctionATan2.java,TransactionStep.java,0
ExpressionFunctionReturnP1.java,ExpressionFunctionASin.java,0
TestDeleteUpdate.java,ExpressionFunctionIIF.java,0
CommandUpdate.java,Money.java,0
ExpressionFunctionDayOfWeek.java,SSPreparedStatement.java,0
Language.java,ExpressionFunctionChar.java,0
ExpressionFunctionBitLen.java,MutableInteger.java,0
StorePageMap.java,Utils.java,0
CommandLine.java,DataSources.java,0
Logger.java,SSSavepoint.java,0
ExpressionFunctionReturnFloat.java,StoreNoCurrentRow.java,0
ExpressionFunctionMonth.java,SSSavepoint.java,0
ExpressionFunctionDifference.java,TableViewResult.java,0
TestOperatoren.java,GroupResult.java,0
CommandDrop.java,ExpressionFunctionDayOfWeek.java,0
CommandLine.java,ExpressionFunctionPower.java,0
ExpressionFunctionExp.java,ExpressionFunctionReturnP1.java,0
ExpressionFunctionSubstring.java,ExpressionFunctionASin.java,0
Column.java,ExpressionFunctionRepeat.java,0
ExpressionFunctionATan2.java,ExpressionFunctionInsert.java,0
LongTreeListEnum.java,Expression.java,0
JoinScrollIndex.java,ExpressionFunctionLeft.java,0
LongTreeListEnum.java,ExpressionFunctionReplace.java,0
ExpressionFunctionPower.java,Column.java,0
ExpressionInSelect.java,ExpressionFunctionDayOfMonth.java,0
ExpressionFunctionATan.java,TableView.java,0
ExpressionFunctionFloor.java,FileIndex.java,0
ExpressionFunctionUCase.java,ExpressionFunctionSoundex.java,0
Identity.java,ExpressionFunctionUCase.java,0
TableViewMap.java,ExpressionFunctionMonth.java,0
ExpressionName.java,ExpressionFunctionYear.java,0
SmallSQLException.java,ExpressionFunctionMod.java,0
Language_de.java,TableStorePageInsert.java,0
FileIndexNode.java,ExpressionFunctionChar.java,0
CommandTable.java,SQLParser.java,0
TestDeleteUpdate.java,UnionAll.java,0
ExpressionFunctionMonth.java,TestOther.java,0
NoFromResult.java,ExpressionName.java,0
ExpressionInSelect.java,Expression.java,0
ExpressionFunctionAbs.java,TransactionStep.java,0
BasicTestCase.java,ExpressionFunction.java,0
ExpressionFunctionLeft.java,TestLanguage.java,0
ExpressionFunctionLocate.java,SQLTokenizer.java,0
TestTransactions.java,ExpressionFunctionLength.java,0
CommandInsert.java,SSConnection.java,0
ExpressionFunctionYear.java,CommandSet.java,0
DateTime.java,Distinct.java,0
ExpressionFunctionSign.java,CommandCreateView.java,0
Distinct.java,FileIndex.java,0
ExpressionFunctionAbs.java,StorePageLink.java,0
ExpressionFunctionLength.java,IndexDescriptions.java,0
ExpressionInSelect.java,ExpressionFunctionReplace.java,0
ExpressionFunctionHour.java,ExpressionFunctionYear.java,1
Logger.java,TestOther.java,0
CreateFile.java,MutableInteger.java,0
TestExceptionMethods.java,ExpressionFunctionATan.java,0
ExpressionFunctionSoundex.java,TestDataTypes.java,0
LongTreeList.java,TestAlterTable2.java,0
LongTreeListEnum.java,ExpressionFunctionDayOfMonth.java,0
ForeignKeys.java,ExpressionFunctionMod.java,0
SSDriver.java,TableStorePageInsert.java,0
ExpressionFunctionDayOfWeek.java,MutableNumeric.java,0
TableViewMap.java,TableStorePage.java,0
ExpressionFunctionRight.java,SSResultSet.java,0
TestIdentifer.java,ExpressionFunctionDegrees.java,0
ColumnExpression.java,SortedResult.java,0
ExpressionFunctionCot.java,MutableInteger.java,0
TableStorePageInsert.java,TestDBMetaData.java,0
RowSource.java,ExpressionFunctionExp.java,0
StorePage.java,StorePage.java,0
ExpressionFunctionTimestampAdd.java,ExpressionFunctionCase.java,0
ExpressionFunctionExp.java,ExpressionFunctionTimestampDiff.java,0
TestScrollable.java,ExpressionFunctionCos.java,0
TestTransactions.java,ExpressionFunctionPI.java,0
TestIdentifer.java,ExpressionFunctionMod.java,0
ExpressionFunctionMonth.java,ExpressionFunction.java,0
ExpressionFunctionPower.java,ExpressionFunctionSoundex.java,0
ExpressionFunctionReplace.java,SSConnection.java,0
TestJoins.java,MutableNumeric.java,0
ExpressionFunctionBitLen.java,Command.java,0
TableStorePage.java,SQLTokenizer.java,0
CommandDelete.java,MemoryStream.java,0
ExpressionFunctionCeiling.java,CommandSet.java,0
IndexDescriptions.java,ExpressionFunctionRound.java,0
ExpressionArithmetic.java,StorePageLink.java,0
BasicTestCase.java,TestOther.java,0
ForeignKeys.java,ExpressionFunctionDegrees.java,0
RowSource.java,LongLongList.java,0
Columns.java,BenchTest.java,0
SQLToken.java,Language_de.java,0
ExpressionFunctionUCase.java,Column.java,0
SQLTokenizer.java,TableStorePage.java,0
ForeignKey.java,IndexNodeScrollStatus.java,0
TestExceptions.java,IndexDescriptions.java,0
TestAlterTable.java,BasicTestCase.java,0
SSStatement.java,TestStatement.java,0
ExpressionFunctionMinute.java,LongTreeListEnum.java,0
MutableFloat.java,ExpressionFunctionTan.java,0
ExpressionFunctionSign.java,TestResultSet.java,0
Mutable.java,SSResultSetMetaData.java,0
StorePageMap.java,ExpressionFunctionAbs.java,0
Logger.java,ExpressionFunction.java,0
TestGroupBy.java,CommandDelete.java,0
ExpressionArithmetic.java,TransactionStep.java,0
LongTreeList.java,TestFunctions.java,0
ExpressionInSelect.java,ExpressionFunctionSign.java,0
LongLongList.java,CommandDrop.java,0
LongTreeList.java,TestThreads.java,0
CreateFile.java,Command.java,0
SQLTokenizer.java,ExpressionFunctionMonth.java,0
IndexNode.java,TestOrderBy.java,0
ExpressionFunctionMod.java,JoinScrollIndex.java,0
TestTokenizer.java,TestScrollable.java,0
ExpressionFunctionLeft.java,SSPreparedStatement.java,0
AllTests.java,DataSource.java,0
TestOperatoren.java,ExpressionFunctionLog.java,0
LongTreeListEnum.java,ExpressionFunctionSign.java,0
ExpressionFunctionPI.java,SSCallableStatement.java,0
ExpressionFunctionIIF.java,CommandTable.java,0
GroupResult.java,StoreNoCurrentRow.java,0
AllTests.java,ExpressionFunctionLog10.java,0
Columns.java,Index.java,0
ExpressionFunctionATan.java,Expressions.java,0
AllTests.java,ExpressionFunctionLTrim.java,0
SmallSQLException.java,ExpressionFunctionDegrees.java,0
ColumnExpression.java,ExpressionFunctionDifference.java,0
ExpressionFunctionRepeat.java,ExpressionFunctionRight.java,0
JoinScrollIndex.java,TableViewMap.java,0
FileIndex.java,MemoryStream.java,0
ExpressionFunctionTimestampAdd.java,TestJoins.java,0
ExpressionFunctionSin.java,ExpressionFunctionMod.java,0
BasicTestCase.java,SSSavepoint.java,0
ExpressionFunctionReturnP1.java,ExpressionFunctionHour.java,0
ExpressionFunctionCot.java,Command.java,0
ViewResult.java,TestDeleteUpdate.java,0
ExpressionFunctionATan.java,AllTests.java,0
ExpressionFunctionOctetLen.java,MemoryStream.java,0
StoreNull.java,TableStorePageInsert.java,0
TableViewResult.java,ExpressionFunctionReturnString.java,0
ViewResult.java,ExpressionFunctionTimestampAdd.java,0
StorePageMap.java,StorePageMap.java,0
ExpressionFunctionInsert.java,ExpressionFunctionRound.java,0
DateTime.java,TestDBMetaData.java,0
ExpressionFunctionATan.java,ExpressionFunctionSpace.java,0
ExpressionFunction.java,MutableDouble.java,0
ExpressionFunctionHour.java,Mutable.java,0
TableViewResult.java,ExpressionFunction.java,0
Columns.java,ColumnExpression.java,0
IndexNode.java,FileIndexNode.java,0
SortedResult.java,ExpressionFunctionSin.java,0
ExpressionFunctionSubstring.java,ExpressionFunctionHour.java,0
ExpressionFunctionChar.java,Scrollable.java,0
ExpressionFunctionReplace.java,CommandDelete.java,0
ExpressionInSelect.java,NoFromResult.java,0
TestGroupBy.java,SSConnection.java,0
CommandUpdate.java,ExpressionValue.java,0
ExpressionFunctionOctetLen.java,LongList.java,0
ExpressionFunctionCot.java,TestAlterTable2.java,0
ExpressionFunctionChar.java,SQLToken.java,0
SmallSQLException.java,ExpressionFunctionATan2.java,0
FileIndex.java,LongList.java,0
LongTreeList.java,MutableInteger.java,0
ExpressionFunctionConvert.java,ExpressionFunctionYear.java,0
TestJoins.java,SSPreparedStatement.java,0
MutableFloat.java,ExpressionFunctionRepeat.java,0
LongList.java,ExpressionFunctionSin.java,0
BenchTest.java,SQLTokenizer.java,0
JoinScrollIndex.java,TestJoins.java,0
StoreNull.java,Table.java,0
IndexDescription.java,BasicTestCase.java,0
TableStorePageInsert.java,Distinct.java,0
CreateFile.java,TestAlterTable2.java,0
Join.java,CommandInsert.java,0
DataSources.java,MutableFloat.java,0
ExpressionFunctionTimestampAdd.java,TableViewMap.java,0
Expression.java,ExpressionFunctionOctetLen.java,0
TableViewMap.java,SSCallableStatement.java,0
LongTreeListEnum.java,NoFromResult.java,0
ExpressionFunctionSpace.java,IndexDescriptions.java,0
Logger.java,ExpressionFunctionReturnString.java,0
Expression.java,ExpressionFunctionRand.java,0
ExpressionFunctionCharLen.java,ExpressionFunctionFloor.java,0
ExpressionFunctionAscii.java,IndexDescription.java,0
ExpressionFunctionRepeat.java,SSDriver.java,0
TestExceptionMethods.java,MemoryResult.java,0
ForeignKey.java,Language_de.java,0
Language_en.java,MutableDouble.java,0
RowSource.java,CommandLine.java,0
StoreImpl.java,TestAlterTable.java,0
StoreImpl.java,IndexDescription.java,0
TestDeleteUpdate.java,ExpressionFunctionLocate.java,0
ExpressionArithmetic.java,ExpressionFunctionInsert.java,0
ExpressionFunctionMonth.java,ExpressionFunctionReturnString.java,0
CommandDelete.java,LongList.java,0
ExpressionFunctionDayOfWeek.java,TestLanguage.java,0
ExpressionFunctionLeft.java,MutableNumeric.java,0
ExpressionFunctionBitLen.java,TestAlterTable2.java,0
ForeignKeys.java,ExpressionFunctionATan2.java,0
ExpressionFunctionACos.java,IndexDescriptions.java,0
ExpressionFunctionAscii.java,TestAlterTable.java,0
ExpressionFunctionPower.java,TableResult.java,0
CommandCreateDatabase.java,SQLTokenizer.java,0
MutableLong.java,SQLTokenizer.java,0
SQLToken.java,IndexNodeScrollStatus.java,0
View.java,TestScrollable.java,0
AllTests.java,ExpressionFunctionTruncate.java,0
ExpressionFunctionTruncate.java,IndexDescriptions.java,0
ExpressionFunctionInsert.java,TableStorePage.java,0
StorePage.java,MutableDouble.java,0
SSDriver.java,CommandSelect.java,0
CommandCreateView.java,LongTreeList.java,0
TestDataTypes.java,ExpressionFunctionReturnP1Number.java,0
ExpressionFunctionRTrim.java,ExpressionFunctionRTrim.java,0
ExpressionFunctionRepeat.java,Language_de.java,0
Language_de.java,CommandSelect.java,0
Column.java,CommandDrop.java,0
Database.java,ExpressionFunctionLeft.java,0
ForeignKey.java,SSDriver.java,0
ExpressionFunctionRand.java,LongLongList.java,0
ExpressionFunctionSpace.java,MemoryStream.java,0
CommandCreateDatabase.java,TestDeleteUpdate.java,0
ExpressionValue.java,NoFromResult.java,0
TestScrollable.java,Expression.java,0
ExpressionFunctionLeft.java,ExpressionFunctionReturnP1StringAndBinary.java,0
ExpressionFunctionTruncate.java,MemoryStream.java,0
ExpressionFunctionIIF.java,ExpressionFunctionTan.java,0
ExpressionFunctionMonth.java,AllTests.java,0
SSResultSetMetaData.java,Money.java,0
MutableLong.java,ExpressionFunctionTimestampAdd.java,0
Logger.java,Expressions.java,0
ExpressionFunctionLog.java,TestOrderBy.java,0
ExpressionFunctionRound.java,TestTokenizer.java,0
TestExceptions.java,LongList.java,0
TestDBMetaData.java,ExpressionFunctionSqrt.java,0
ExpressionFunctionACos.java,MemoryStream.java,0
BasicTestCase.java,TableView.java,0
MutableInteger.java,MutableInteger.java,0
ExpressionFunctionSin.java,ExpressionName.java,0
CommandCreateDatabase.java,ExpressionFunctionTimestampAdd.java,0
CommandSelect.java,IndexNode.java,0
TestTokenizer.java,ViewResult.java,0
Logger.java,AllTests.java,0
TestScrollable.java,ExpressionFunctionReplace.java,0
MutableLong.java,TestDeleteUpdate.java,0
ExpressionFunctionMonth.java,Expressions.java,0
BenchTest.java,TestDeleteUpdate.java,0
Language.java,MutableInteger.java,0
ExpressionFunctionUCase.java,MemoryResult.java,0
SQLParser.java,TableViewResult.java,0
TestMoneyRounding.java,StorePageLink.java,0
ExpressionFunctionRTrim.java,ExpressionFunctionReturnFloat.java,0
TestAlterTable2.java,Table.java,0
TestIdentifer.java,ExpressionName.java,0
ExpressionFunctionLCase.java,Utils.java,0
Mutable.java,SQLToken.java,0
TestScrollable.java,ExpressionFunctionDayOfMonth.java,0
ExpressionFunctionRTrim.java,Columns.java,0
UnionAll.java,TestDataTypes.java,0
MutableFloat.java,CommandTable.java,0
MemoryResult.java,TestTokenizer.java,0
SQLToken.java,ExpressionFunctionRight.java,0
Mutable.java,Scrollable.java,0
TableViewResult.java,ExpressionFunctionSpace.java,0
ExpressionFunctionTan.java,TestTransactions.java,0
ExpressionFunctionDayOfWeek.java,ExpressionFunctionLCase.java,0
ExpressionFunctionDayOfYear.java,ExpressionFunctionLog10.java,0
ExpressionFunctionHour.java,ExpressionValue.java,0
Money.java,ExpressionFunctionLog10.java,0
ExpressionFunctionATan.java,ExpressionFunction.java,0
FileIndexNode.java,TestFunctions.java,0
Money.java,DataSource.java,0
CommandSelect.java,ExpressionArithmetic.java,0
ExpressionFunctionDayOfYear.java,DataSource.java,0
ExpressionFunctionRight.java,Language.java,0
TestMoneyRounding.java,TransactionStep.java,0
ExpressionFunctionASin.java,ExpressionFunctionPI.java,0
ColumnExpression.java,Store.java,0
CommandDrop.java,ExpressionFunctionSin.java,0
NoFromResult.java,ExpressionFunctionDegrees.java,0
ExpressionFunctionTan.java,JoinScroll.java,0
Money.java,ExpressionFunctionLTrim.java,0
FileIndexNode.java,TestThreads.java,0
CommandUpdate.java,Mutable.java,0
BenchTest.java,ExpressionFunctionTimestampAdd.java,0
ExpressionFunctionInsert.java,ExpressionFunctionMonth.java,0
ExpressionFunctionDayOfYear.java,ExpressionFunctionLTrim.java,0
TestStatement.java,IndexScrollStatus.java,0
ExpressionFunctionYear.java,TableViewResult.java,0
ExpressionFunctionIIF.java,ExpressionFunctionRepeat.java,0
ExpressionFunctionOctetLen.java,IndexDescriptions.java,0
ExpressionFunctionExp.java,TestResultSet.java,0
TableViewResult.java,AllTests.java,0
View.java,ViewResult.java,0
ExpressionValue.java,ExpressionFunctionSign.java,0
ExpressionFunctionAscii.java,ExpressionFunctionASin.java,0
ExpressionFunctionFloor.java,StoreNoCurrentRow.java,0
IndexDescriptions.java,TableStorePage.java,0
TableResult.java,ExpressionFunctionBitLen.java,0
ExpressionFunctionSign.java,ExpressionFunctionTimestampDiff.java,0
ExpressionFunctionBitLen.java,ExpressionFunctionChar.java,0
ViewResult.java,SQLTokenizer.java,0
ExpressionFunctionTimestampDiff.java,ExpressionFunctionBitLen.java,0
Database.java,ExpressionFunctionCase.java,0
Lobs.java,ExpressionFunctionAscii.java,0
StoreImpl.java,ExpressionFunctionASin.java,0
CommandLine.java,ExpressionFunctionLog.java,0
NoFromResult.java,ExpressionFunctionATan2.java,0
TestAlterTable2.java,TableStorePageInsert.java,0
TableViewResult.java,Expressions.java,0
TestMoneyRounding.java,ExpressionFunctionInsert.java,0
SSDatabaseMetaData.java,BasicTestCase.java,0
ExpressionFunctionATan.java,ExpressionFunctionReturnString.java,0
MutableInteger.java,TestFunctions.java,0
Columns.java,ExpressionFunctionConvert.java,0
SQLTokenizer.java,ExpressionFunctionRound.java,0
IndexScrollStatus.java,ExpressionFunctionReturnInt.java,0
ExpressionFunctionReturnInt.java,Language_it.java,0
TestExceptionMethods.java,Column.java,0
Expression.java,ExpressionInSelect.java,0
FileIndex.java,IndexDescriptions.java,0
ExpressionFunctionReturnFloat.java,FileIndex.java,0
ExpressionFunctionRight.java,Utils.java,0
CommandSelect.java,ExpressionFunctionLength.java,0
ForeignKey.java,ExpressionFunctionRight.java,0
MutableInteger.java,TestThreads.java,0
ExpressionFunctionLCase.java,Language.java,0
Language.java,TestFunctions.java,0
Distinct.java,StoreNoCurrentRow.java,0
Language.java,TestThreads.java,0
ExpressionFunctionTruncate.java,LongList.java,0
CreateFile.java,ExpressionFunctionChar.java,0
ExpressionFunctionRand.java,CommandLine.java,0
ExpressionFunctionChar.java,SSResultSetMetaData.java,0
SQLToken.java,SSDriver.java,0
ExpressionFunctionMonth.java,ExpressionFunctionSpace.java,0
FileIndexNode.java,MutableInteger.java,0
ExpressionFunctionPower.java,ExpressionFunctionATan.java,0
Expressions.java,Distinct.java,0
ExpressionFunctionSqrt.java,StorePage.java,0
ExpressionFunctionCase.java,StoreNull.java,0
ExpressionFunctionLog.java,FileIndexNode.java,0
ExpressionFunctionSpace.java,LongList.java,0
IndexDescriptions.java,ExpressionFunctionMonth.java,0
TestDeleteUpdate.java,ExpressionFunctionCeiling.java,0
CommandInsert.java,LongTreeListEnum.java,0
ExpressionFunctionDifference.java,CommandSet.java,0
Logger.java,ExpressionFunctionSpace.java,0
StorePageMap.java,SSResultSet.java,0
ExpressionFunctionReturnInt.java,ExpressionFunctionCharLen.java,0
ExpressionFunctionReturnP1Number.java,BasicTestCase.java,0
TableStorePage.java,TestDeleteUpdate.java,0
Money.java,ExpressionFunctionTruncate.java,0
TestExceptions.java,MemoryStream.java,0
ExpressionFunctionCot.java,ExpressionFunctionChar.java,0
ExpressionFunctionDayOfYear.java,ExpressionFunctionTruncate.java,0
ExpressionFunctionRepeat.java,IndexNodeScrollStatus.java,0
Identity.java,TestTokenizer.java,0
ExpressionFunctionACos.java,LongList.java,0
TableStorePage.java,ExpressionFunctionTimestampAdd.java,0
TestDBMetaData.java,TestMoneyRounding.java,0
CommandDelete.java,IndexDescriptions.java,0
TestJoins.java,ExpressionFunctionReturnP1StringAndBinary.java,0
CommandCreateView.java,ExpressionFunctionAbs.java,0
ExpressionFunctionInsert.java,DateTime.java,0
TestStatement.java,Index.java,0
Store.java,ExpressionFunctionHour.java,0
SSResultSetMetaData.java,TestOrderBy.java,0
DataSources.java,SortedResult.java,0
Database.java,Distinct.java,0
ExpressionFunctionLocate.java,ExpressionFunctionInsert.java,0
JoinScroll.java,ExpressionFunctionLCase.java,0
MutableInteger.java,ExpressionFunctionRand.java,0
CommandDrop.java,ExpressionFunctionMinute.java,0
ExpressionFunctionLog.java,Money.java,0
Mutable.java,UnionAll.java,0
ExpressionFunctionSqrt.java,SSSavepoint.java,0
LongTreeListEnum.java,Logger.java,0
StoreImpl.java,ForeignKeys.java,0
TestAlterTable2.java,ExpressionFunctionDegrees.java,0
ExpressionFunctionReturnFloat.java,StoreImpl.java,0
Language.java,ExpressionFunctionOctetLen.java,0
TableViewResult.java,MutableDouble.java,0
ExpressionFunctionRight.java,Language_en.java,0
ExpressionFunctionDegrees.java,ExpressionFunctionReturnP1StringAndBinary.java,0
SQLParser.java,CommandCreateView.java,0
ExpressionFunctionCos.java,ExpressionFunctionLCase.java,0
ExpressionFunctionLength.java,ExpressionFunctionRepeat.java,0
ExpressionFunctionReturnP1Number.java,CommandInsert.java,0
NoFromResult.java,Table.java,0
ExpressionFunctionReturnP1StringAndBinary.java,ExpressionFunctionLocate.java,0
ExpressionFunctionRTrim.java,SSConnection.java,0
ExpressionFunctionAscii.java,ForeignKeys.java,0
StorePage.java,ExpressionFunctionSpace.java,0
TestExceptionMethods.java,ExpressionFunctionExp.java,0
TableResult.java,ExpressionFunctionRight.java,0
Language_en.java,ExpressionFunction.java,0
Strings.java,TransactionStep.java,0
ExpressionFunctionTimestampDiff.java,ExpressionFunctionRight.java,0
ExpressionFunctionLCase.java,TestExceptions.java,0
Expressions.java,ExpressionFunctionCase.java,0
TestTokenizer.java,CommandUpdate.java,0
TestOperatoren.java,TestFunctions.java,2
ExpressionFunctionReturnInt.java,TestStatement.java,0
Strings.java,StorePageLink.java,0
SSResultSet.java,MutableLong.java,0
TestStatement.java,BenchTest.java,0
SQLTokenizer.java,TestGroupBy.java,0
SSDatabaseMetaData.java,CommandInsert.java,0
ExpressionInSelect.java,Logger.java,0
ExpressionFunctionATan2.java,SQLTokenizer.java,0
ExpressionFunctionUCase.java,TestOperatoren.java,0
ExpressionFunctionSoundex.java,JoinScrollIndex.java,0
Lobs.java,ExpressionValue.java,0
ForeignKey.java,ExpressionFunctionBitLen.java,0
DataSource.java,MutableLong.java,0
GroupResult.java,ExpressionFunctionDayOfYear.java,0
Language.java,ExpressionFunctionRand.java,0
ExpressionFunctionTan.java,ExpressionFunctionReturnInt.java,0
ExpressionFunctionChar.java,SSStatement.java,0
